,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
746,Columbus Hospital - Institute Of Psychiatry and Deaddiction,"Begumpet, Hyderabad",5.0,30.0
747,Continental Hospitals,"Gachibowli, Hyderabad",133.0,750.0
748,Chetana Hospital,"Secunderabad, Hyderabad",6.0,30.0
749,Care Hospitals,"Banjara Hills, Hyderabad",125.0,200.0
750,Sai Krishna Neuro Hospital,"Kachiguda, Hyderabad",16.0,75.0
751,Anupama Hospital,"KPHB, Hyderabad",12.0,10.0
752,SIMS Hospital,"Serilingampally, Hyderabad",4.0,50.0
753,Pace Hospitals,"Begumpet, Hyderabad",17.0,100.0
754,Preeti Urology and Kidney Hospital,"Kukatpally, Hyderabad",5.0,75.0
755,Pace Hospital,"Hitech City, Hyderabad",16.0,100.0
756,Hyderbad Kidney & Laproscopic Center,"Malakpet, Hyderabad",6.0,100.0
757,Sunshine Hospital,"Secunderabad, Hyderabad",24.0,450.0
758,Mamatha Hospitals,"Kukatpally, Hyderabad",7.0,120.0
759,Omega Hospital,"Banjara Hills, Hyderabad",25.0,150.0
760,Cygnus Institute Of Gastroenterology,"Kukatpally, Hyderabad",6.0,70.0
761,The Birthplace Hospital,"Banjara Hills, Hyderabad",12.0,25.0
762,Vanaja Hospital,"AS Rao Nagar, Hyderabad",12.0,25.0
763,Kamineni Hospitals,"LB Nagar, Hyderabad",65.0,350.0
764,Ramayya Pramila Urology & Laparoscopy Hospital,"Basheerbagh, Hyderabad",3.0,50.0
765,Nice Hospital,"Masab Tank, Hyderabad",11.0,120.0
766,Pranaam Hospital,"Madinaguda, Hyderabad",3.0,100.0
767,Midas ENT Head & Neck Super Speciality Hospital,"Dilsukhnagar, Hyderabad",1.0,100.0
768,Landmark Hospitals,"Nizampet, Hyderabad",21.0,100.0
769,Kasturi Multispeciality Hospital,"Secunderabad, Hyderabad",6.0,50.0
770,Medwin Hospitals,"Nampally, Hyderabad",34.0,200.0
771,Kadimi Nursing Home,"Chanda Nagar, Hyderabad",6.0,25.0
772,Omni Hospitals,"Kothapet, Hyderabad",23.0,250.0
773,Krishna Children's Hospital,"Lakdikapul, Hyderabad",5.0,50.0
774,Sankhya Hospitals,"Kukatpally, Hyderabad",20.0,50.0
775,Mahaveer Hospital,"Masab Tank, Hyderabad",14.0,200.0
776,Sumana Hospital,"Kukatpally, Hyderabad",15.0,50.0
777,Vijay Marie Hospital,"Khairatabad, Hyderabad",13.0,200.0
778,Vijaya Health Care,"Secunderabad, Hyderabad",3.0,100.0
779,Lotus Children Hospitals,"Kukatpally, Hyderabad",3.0,50.0
780,Vasavi Hospital,"Lakdikapul, Hyderabad",14.0,150.0
781,Orthopedic Doctor- Raghava Hospital,"Ameerpet, Hyderabad",8.0,50.0
782,Sri Sri Holistic Hospitals,"Nizampet, Hyderabad",33.0,100.0
783,TKR's Ikon Hospital,"Dilsukhnagar, Hyderabad",7.0,75.0
784,Hedge Fertility Hospital,"Moosarambagh, Hyderabad",2.0,25.0
785,"Kamineni Orthopaedics, Kingkoti","King Koti, Hyderabad",9.0,200.0
786,Pragna Hospitals,"Banjara Hills, Hyderabad",5.0,50.0
787,Global Hospital,"Lakdikapul, Hyderabad",25.0,100.0
788,Sri Raghavendra Multispeciality Hospital,"Ecil, Hyderabad",12.0,100.0
789,SMT. Bhagwan Devi Hospital,"Old City, Hyderabad",4.0,50.0
790,Durgabai Deshmukh Hospital,"Vidyanagar, Hyderabad",8.0,50.0
791,Asha Hospital,"Banjara Hills, Hyderabad",12.0,200.0
792,Surekha Hospital,"Kompally, Hyderabad",2.0,50.0
793,Balaji Hospital,"Kompally, Hyderabad",4.0,100.0
794,Saptagiri Hospital,"Chaitanyapuri, Hyderabad",4.0,50.0
795,Dr. Rao's ENT Super Speciality International Hospital,"KPHB, Hyderabad",4.0,100.0
796,Eswar Eye Hospital,"Kukatpally, Hyderabad",6.0,10.0
797,Kirloskar Hospital,"Basheerbagh, Hyderabad",5.0,50.0
798,Goodwill Hospital - Kidney And Surgical Centre,"Banjara Hills, Hyderabad",12.0,60.0
799,Indo-us Superspeciality Hospital,"Ameerpet, Hyderabad",2.0,50.0
800,KIMS Hospital,"Kondapur, Hyderabad",32.0,150.0
801,Alpha Hospital,"Charminar, Hyderabad",21.0,120.0
802,Tanvir Hospital,"Srinagar Colony, Hyderabad",4.0,37.0
803,Apollo Hospitals,"Jubilee Hills, Hyderabad",175.0,550.0
804,Basant Sahney Hospital,"West Marredpally, Hyderabad",19.0,60.0
805,Remedy Hospitals,"Kukatpally, Hyderabad",1.0,80.0
806,Shalivahana Multi Speciality Hospital,"Dilsukhnagar, Hyderabad",17.0,100.0
807,Dr. Saji D'souza's KSAC Hospital,"Punjagutta, Hyderabad",3.0,40.0
808,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",1.0,20.0
809,Mythri Hospital,"Chanda Nagar, Hyderabad",11.0,150.0
810,Srinivasa Hospital,"Narayanguda, Hyderabad",1.0,100.0
811,Jaya Bhushan Hospitals,"Mehdipatnam, Hyderabad",2.0,25.0
812,Amrita ENT Head and Neck Hospital,"KPHB, Hyderabad",3.0,3.0
813,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",1.0,10.0
814,Geetha Multi Speciality Hospital,"West Marredpally, Hyderabad",15.0,100.0
815,Sree Netralaya Eye Hospital,"Kothapet, Hyderabad",8.0,10.0
816,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",1.0,30.0
817,Avis Hospitals,"Jubilee Hills, Hyderabad",11.0,20.0
818,Endo Viz Hospital,"Kukatpally, Hyderabad",1.0,75.0
819,SMS ENT And Surgical Hospital,"Himayat Nagar, Hyderabad",2.0,15.0
820,Sri Srinivasa Hospital,"Santosh Nagar, Hyderabad",5.0,51.0
821,Ozone Hospitals,"Dilsukhnagar, Hyderabad",9.0,250.0
822,Apoorva Hospital,"Mehdipatnam, Hyderabad",33.0,20.0
823,Hyderabad Multispeciality Hospital,"Malakpet, Hyderabad",3.0,60.0
824,Lotus Hospital for Women and Childrens,"Lakdikapul, Hyderabad",16.0,150.0
825,Paramitha Children Hospital,"Dilsukhnagar, Hyderabad",6.0,100.0
826,Elbit Polyclinics Tarnaka,"Secunderabad, Hyderabad",29.0,56.0
827,CARE HOSPITAL ( GURUNANAK ) MUSHEERABAD,"Musheerabad, Hyderabad",32.0,90.0
828,Nova ENT Hospital,"Somajiguda, Hyderabad",4.0,30.0
829,"Lakshmi Hospital for Women, Children & Multispeciality","Madinaguda, Hyderabad",2.0,50.0
830,Challa Hospitals,"Ameerpet, Hyderabad",27.0,100.0
831,BBR Super Speciality Hospital,"Balanagar, Hyderabad",26.0,175.0
832,Venus Hospital,"Malakpet, Hyderabad",11.0,100.0
833,Sai Siva Children Hospital,"Chanda Nagar, Hyderabad",6.0,30.0
834,S V Pooja Hospital,"Hyder Nagar, Hyderabad",3.0,50.0
835,Rohan Hospital,"Mehdipatnam, Hyderabad",3.0,35.0
836,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",1.0,50.0
837,Aries Maternity Hospital,"Mehdipatnam, Hyderabad",2.0,35.0
838,Konaseema Hospitals,"Kukatpally, Hyderabad",1.0,100.0
839,BSR ENT And Eye Hospital,"Secunderabad, Hyderabad",3.0,10.0
840,Xenia Hospital,"Ecil, Hyderabad",11.0,100.0
841,Sri Sai Ram Hospital,"Langer House, Hyderabad",1.0,20.0
842,Madhuri Hospital,"Yousufguda, Hyderabad",5.0,10.0
843,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",1.0,50.0
844,Srikara Hospitals,"Secunderabad, Hyderabad",11.0,100.0
845,Orient Eye Hospital,"Mehdipatnam, Hyderabad",2.0,5.0
846,Thatha Hospital,"Kapra, Hyderabad",19.0,100.0
847,Redefine Plastic and Cosmetic Surgery Center,"Kothapet, Hyderabad",2.0,5.0
848,Shree Hospital,"Baghlingampally, Hyderabad",2.0,10.0
849,Pavan Sai Hospital,"LB Nagar, Hyderabad",1.0,10.0
850,Nethra Eye Institute(A Unit OfS owrya Hospitals),"Ameerpet, Hyderabad",2.0,10.0
851,Sainath Hospital,"Ameerpet, Hyderabad",1.0,10.0
852,Asian Institute Of Nephrology & Urology,"Somajiguda, Hyderabad",9.0,100.0
853,Saluja Hospital,"Secunderabad, Hyderabad",9.0,50.0
854,Leela Hospital,"Moti Nagar, Hyderabad",1.0,20.0
855,Navodaya Nursing Home,"Amberpet, Hyderabad",3.0,20.0
856,Lakshmi Sailaja Hospital,"Suchitra Circle, Hyderabad",2.0,30.0
857,Healix Hospitals,"Madinaguda, Hyderabad",4.0,100.0
858,Advanced Endocrine & Diabetes Hospital & Research Center,"KPHB, Hyderabad",2.0,15.0
859,B. V. K. Reddy  Hospital,"Warasiguda, Hyderabad",2.0,10.0
860,People's Hospital,"Pragathi Nagar, Hyderabad",4.0,5.0
861,Shilpa Nursing Home,"Miyapur, Hyderabad",2.0,15.0
862,Shenoy Nursing Home,"East Marredpally, Hyderabad",2.0,20.0
863,KIMS - Krishna Institute of Medical Sciences,"Secunderabad, Hyderabad",163.0,1000.0
864,Magna Code,"Jubilee Hills, Hyderabad",6.0,5.0
865,Oarchid Hospital,"Kothapet, Hyderabad",1.0,50.0
866,Sai Sanjeevini Hospitals,"Kothapet, Hyderabad",17.0,120.0
867,Manas Eye Hospital,"Moti Nagar, Hyderabad",1.0,15.0
868,Apollo Hospital,"Secunderabad, Hyderabad",5.0,150.0
869,Maxivision Eye Hospital,"Somajiguda, Hyderabad",6.0,20.0
870,NH Malla Reddy Narayan Multispeciality Hospital,"Jeedimetla, Hyderabad",10.0,250.0
871,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",3.0,10.0
872,GSN Hospital,"Ameerpet, Hyderabad",3.0,10.0
873,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",2.0,50.0
874,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",2.0,15.0
875,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1.0,5.0
876,Russh Super Specialty Hospital,"Suchitra Circle, Hyderabad",22.0,150.0
877,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2.0,50.0
878,Haritha Hospitals,"Kothaguda, Hyderabad",10.0,30.0
879,Suraksha Children Hospital,"Tarnaka, Hyderabad",21.0,50.0
880,Parvathi Hospital,"Secunderabad, Hyderabad",10.0,50.0
881,SLMS  Hospital,"Nagole, Hyderabad",1.0,6.0
882,Yashoda Hospital,"Secunderabad, Hyderabad",51.0,500.0
883,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",1.0,20.0
884,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",4.0,20.0
885,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",2.0,20.0
886,Sree Maruthi Nursing Home,"West Marredpally, Hyderabad",19.0,50.0
887,Tulasi Hospitals,"Kushaiguda, Hyderabad",3.0,100.0
888,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",3.0,20.0
889,Azam Hospital,"Old City, Hyderabad",1.0,15.0
890,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",1.0,10.0
891,Vijaya Marie Hospital,"Attapur, Hyderabad",1.0,6.0
892,Ankura Children's Hospital,"Madinaguda, Hyderabad",1.0,50.0
893,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2.0,10.0
894,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",2.0,20.0
895,Sridhar Multi Speciality Hospital,"Santosh Nagar, Hyderabad",3.0,100.0
896,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",5.0,10.0
897,Bhaskara Hospital,"SR Nagar, Hyderabad",4.0,10.0
898,GNR Multi Speciality Hospital,"Alwal, Hyderabad",1.0,50.0
899,Healing Touch Hospital,"Mehdipatnam, Hyderabad",14.0,5.0
900,Neelima Hospital,"Erragadda, Hyderabad",1.0,70.0
901,St. Theresa Hospital,"Erragadda, Hyderabad",12.0,150.0
902,Vasan Eye Hospital,"Begumpet, Hyderabad",7.0,20.0
903,Sri Sai Kamala Hospital,"Dilsukhnagar, Hyderabad",13.0,50.0
904,Pulse Hospital,"Padmarao Nagar, Hyderabad",1.0,51.0
905,Mantra Kerali Ayurvedic Hospital,"Saroor Nagar, Hyderabad",26.0,5.0
906,Sri Sai Balaji Hospital,"Nagole, Hyderabad",5.0,15.0
907,Poulomi Hospital,"Kapra, Hyderabad",1.0,120.0
908,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",1.0,10.0
909,New National Hospital,"Santosh Nagar, Hyderabad",1.0,10.0
910,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",5.0,10.0
911,KIMS Bibi Hospital,"Malakpet, Hyderabad",1.0,150.0
912,Sigma Hospital ,"Jeedimetla, Hyderabad",1.0,150.0
913,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",2.0,25.0
914,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2.0,15.0
915,Ananda Hospital,"LB Nagar, Hyderabad",57.0,10.0
916,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",8.0,10.0
917,Yashoda Hospital,"Malakpet, Hyderabad",11.0,500.0
918,Apple Hospitals,"Yakutpura, Hyderabad",8.0,50.0
919,Little Stars Children's Hospital,"Panjagutta, Hyderabad",8.0,100.0
920,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",3.0,50.0
921,Krishnaveni Hospital,"Hayathnagar, Hyderabad",1.0,50.0
922,Madhava Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0
923,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0
924,Nimra Hospital,"Falaknuma, Hyderabad",1.0,15.0
925,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",1.0,50.0
926,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",7.0,15.0
927,Tilaknagar Hospital,"Amberpet, Hyderabad",4.0,25.0
928,Navjeevan Hospitals,"Secunderabad, Hyderabad",1.0,50.0
929,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",2.0,25.0
930,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0
931,Legend Hospital,"Hayathnagar, Hyderabad",10.0,20.0
932,Shreyas Hospital ,"Ecil, Hyderabad",2.0,50.0
933,Mohammedi Memorial Hospital,"Attapur, Hyderabad",2.0,20.0
934,Ankura Children's Hospitals,"AS Rao Nagar, Hyderabad",4.0,100.0
935,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",4.0,15.0
936,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",4.0,15.0
937,Sri Balaji Nursing Home,"Uppal, Hyderabad",1.0,30.0
938,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",1.0,10.0
939,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",2.0,30.0
940,Saicharan Hospital,"Ramanthapur, Hyderabad",2.0,10.0
941,Unik Care Hospital,"Mallepally, Hyderabad",48.0,20.0
942,Swetha Hospital,"Khairatabad, Hyderabad",2.0,12.0
943,Citizens Specialty Hospitals,"Lingampally, Hyderabad",4.0,250.0
944,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",1.0,10.0
945,Swapna Hospital,"Dilsukhnagar, Hyderabad",15.0,59.0
946,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",1.0,25.0
947,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",5.0,15.0
948,Kamineni Hospitals,"King Koti, Hyderabad",1.0,150.0
949,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",3.0,10.0
950,Aarogya Hospital,"Nampally, Hyderabad",1.0,30.0
951,Zoi Hospitals,"Somajiguda, Hyderabad",31.0,104.0
952,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1.0,25.0
953,Thumbay Hospital New Life,"Malakpet, Hyderabad",1.0,150.0
954,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",2.0,5.0
955,Venus Mother & Child Hospital,"Lal Bazaar, Hyderabad",37.0,15.0
956,Amrutha Hospital,"Vidyanagar, Hyderabad",4.0,10.0
957,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",1.0,25.0
958,Maxcure Hospitals,"Saifabad, Hyderabad",6.0,200.0
959,Srinivasa Hospital,"Hayathnagar, Hyderabad",1.0,30.0
960,Nandini Hospitals,"Sainikpuri, Hyderabad",3.0,30.0
961,Navodaya Hospitals,"Secunderabad, Hyderabad",9.0,50.0
962,SVK Hospital,"Jeedimetla, Hyderabad",1.0,20.0
963,Susheela Hospital,"Ramanthapur, Hyderabad",2.0,10.0
964,Vignesh Nursing Home,"Kukatpally, Hyderabad",25.0,30.0
965,Bhagyalatha Hospital - Eye Unit,"Vanasthalipuram, Hyderabad",12.0,15.0
966,Srikara Hospitals,"Miyapur, Hyderabad",5.0,200.0
967,Retreat Hospital,"Malakpet, Hyderabad",43.0,20.0
968,Konark Hospital,"Jeedimetla, Hyderabad",1.0,100.0
969,Olive Hospital,"Mehdipatnam, Hyderabad",3.0,100.0
970,Sudha Nursing Home,"Safilguda, Hyderabad",4.0,25.0
971,Medisys Hospitals,"LB Nagar, Hyderabad",7.0,250.0
972,Apollo Spectra Hospital,"Kothaguda, Hyderabad",5.0,21.0
973,Birthright By Rainbow,"Banjara Hills, Hyderabad",2.0,150.0
974,Rainbow Children's Hospital,"Madhapur, Hyderabad",4.0,25.0
975,Swathi Hospital,"Banjara Hills, Hyderabad",9.0,30.0
976,Birthright By Rainbow,"Vikrampuri Colony, Hyderabad",4.0,60.0
977,Rainbow Children's Hospital,"Hyder Nagar, Hyderabad",5.0,80.0
978,Rise Children Hospital ,"Mehdipatnam, Hyderabad",8.0,100.0
979,Innova Hospital And Research Centre,"Tarnaka, Hyderabad",57.0,100.0
980,Max Vision Eye Hospital,"Kukatpally, Hyderabad",13.0,10.0
981,Induss Hospital,"Dilsukhnagar, Hyderabad",7.0,100.0
982,American Oncology Institute,"Lingampally, Hyderabad",8.0,50.0
983,The Deccan Hospital,"Somajiguda, Hyderabad",1.0,200.0
984,Rainbow Children's Hospital,"Banjara Hills, Hyderabad",1.0,70.0
985,Birthright By Rainbow,"Kondapur, Hyderabad",43.0,40.0
986,Apollo Hospital,"Hyderguda, Hyderabad",14.0,200.0
987,Birthright By Rainbow,"Hyder Nagar, Hyderabad",17.0,80.0
988,Add Life Hospitals,"Kukatpally, Hyderabad",2.0,15.0
989,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",9.0,20.0
990,Woodlands Hospital,"Barkatpura, Hyderabad",1.0,100.0
991,OMNI Hospitals,"Kukatpally, Hyderabad",1.0,150.0
992,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",7.0,10.0
993,Care Hospitals,"Gachibowli, Hyderabad",5.0,250.0
994,Ramya Nursing Home,"Old Bowenpally, Hyderabad",10.0,15.0
995,MaxCure Suyosha Woman & Child Hospital,"Hitech City, Hyderabad",11.0,100.0
996,Sunitha Children's Hospital,"Sagar Road, Hyderabad",5.0,50.0
997,Sigma Hospitals,"Dilsukhnagar, Hyderabad",2.0,50.0
998,Seha Hospital,"Lakdikapul, Hyderabad",4.0,10.0
999,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1.0,50.0
1000,Oakridge Hospitals,"Madhapur, Hyderabad",1.0,100.0
1001,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",1.0,50.0
1002,Srinivasa Hospital,"Narayanguda, Hyderabad",1.0,100.0
1003,Indo US Diabetes Research Center & Multi Specialty Hospital,"Malakpet, Hyderabad",2.0,140.0
1004,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",1.0,15.0
1005,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1.0,50.0
1006,Prashamsa Hospital,"Alwal, Hyderabad",1.0,20.0
1007,Ushodaya Hospital,"Kishanbagh, Hyderabad",9.0,50.0
1008,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",1.0,10.0
1009,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1.0,15.0
1010,Medilife Hospital,"Mallepally, Hyderabad",6.0,4.0
1011,Dr. Mohan's Diabetes Specialities Centre,"Domalguda, Hyderabad",14.0,8.0
1012,Kakatiya Hospital,"Gachibowli, Hyderabad",1.0,30.0
1013,Rays Lifestyle Hospital,"Banjara Hills, Hyderabad",1.0,100.0
1014,Doctors Hospital,"Chaitanyapuri, Hyderabad",1.0,25.0
1015,Child Care Children Hospital,"Jeedimetla, Hyderabad",1.0,6.0
1016,Win Vision Eye Hospitals,"Begumpet, Hyderabad",2.0,10.0
1017,Supraja Hospitals,"Nagole, Hyderabad",1.0,100.0
1018,Sterling Super Speciality Hospitals,"Trimulgherry, Hyderabad",2.0,150.0
1019,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",5.0,10.0
1020,Huma Hospital,"Yakutpura, Hyderabad",1.0,20.0
1021,Safe Children Hospital,"Malakpet, Hyderabad",1.0,100.0
1022,Pavithra Hospital,"Old Bowenpally, Hyderabad",1.0,20.0
1023,Janahita Hospital,"Jeedimetla, Hyderabad",2.0,55.0
1024,Gupta Hospital,"Old City, Hyderabad",2.0,22.0
1025,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",3.0,50.0
1026,Mansoor Childrens Hospital,"Mallepally, Hyderabad",2.0,5.0
1027,Aravind Hospital,"Hayathnagar, Hyderabad",3.0,15.0
1028,Shine Childrens Hospital,"LB Nagar, Hyderabad",2.0,50.0
1029,KGH Hospital,"Dilsukhnagar, Hyderabad",6.0,50.0
1030,Sarvani Hospital,"Santosh Nagar, Hyderabad",1.0,20.0
1031,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1.0,16.0
1032,Citi Neuro Centre,"Banjara Hills, Hyderabad",1.0,60.0
1033,Niyar Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0
1034,Maa ENT Hospital,"Balanagar, Hyderabad",1.0,4.0
1035,Global Animal Hospital,"Trimulgherry, Hyderabad",2.0,2.0
1036,Shreya Hospital,"Borabanda, Hyderabad",1.0,20.0
1037,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",2.0,5.0
1038,Nikhil Hospitals,"Dilsukhnagar, Hyderabad",2.0,100.0
1039,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",1.0,15.0
1040,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1.0,5.0
1041,Jayaprada Hospital,"Lothkunta, Hyderabad",1.0,20.0
1042,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",1.0,10.0
1043,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1.0,25.0
1044,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",4.0,50.0
1045,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",5.0,2.0
1046,Metro Hospital,"Nizampet, Hyderabad",2.0,50.0
1047,MEDS Hospital ,"Old City, Hyderabad",1.0,20.0
1048,Zoi Hospitals,"Attapur, Hyderabad",1.0,50.0
1049,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",3.0,20.0
1050,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",3.0,15.0
1051,Curewell Hospital,"Lakdikapul, Hyderabad",6.0,12.0
1052,Allwin Hospital,"Khairatabad, Hyderabad",1.0,15.0
1053,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1.0,15.0
1054,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",3.0,20.0
1055,Aruna Hospital,"Ecil, Hyderabad",1.0,50.0
1056,Shruti Hospital,"Old City, Hyderabad",14.0,10.0
1057,Rishab Eye Centre,"Sainikpuri, Hyderabad",1.0,20.0
1058,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1.0,50.0
1059,Jeevan Hospital,"Karmanghat, Hyderabad",2.0,40.0
1060,ApoKos Rehabilitation Hospital,"Jubilee Hills, Hyderabad",2.0,70.0
1061,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",2.0,2.0
1062,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",2.0,15.0
1063,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",1.0,5.0
1064,Vijaya Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0
1065,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",2.0,20.0
1066,Ohm Nursing Home,"Nacharam, Hyderabad",1.0,7.0
1067,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",1.0,42.0
1068,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1.0,15.0
1069,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",2.0,50.0
1070,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",1.0,30.0
1071,Maa ENT Hospital,"Malkajgiri, Hyderabad",2.0,2.0
1072,Uma National Hospital,"Saidabad, Hyderabad",2.0,10.0
1073,Janasri Nursing Home,"Serilingampally, Hyderabad",1.0,5.0
1074,Asia Hospital,"Old City, Hyderabad",1.0,6.0
1075,Alnoor Maternity Hospital,"Erragadda, Hyderabad",2.0,15.0
1076,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1.0,15.0
1077,Cure Hospital,"Old Bowenpally, Hyderabad",1.0,35.0
1078,K.G Hospital,"West Marredpally, Hyderabad",1.0,15.0
1079,Padma Hospital,"Miyapur, Hyderabad",1.0,35.0
1080,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",2.0,20.0
1081,Ambaa Hospitals,"Langer House, Hyderabad",1.0,25.0
1082,Metro Hospital,"Nizampet, Hyderabad",1.0,20.0
1083,Good Care Nursing Home,"Borabanda, Hyderabad",2.0,5.0
1084,Shadow Hospitals,"Hayathnagar, Hyderabad",3.0,20.0
1085,15 Bases Hospital,"Hayathnagar, Hyderabad",1.0,15.0
1086,Noble Nursing Home,"Miyapur, Hyderabad",2.0,10.0
1087,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1.0,10.0
1088,Maa ENT Hospital,"Kothapet, Hyderabad",1.0,5.0
1089,Kamineni Fertility Centre,"King Koti, Hyderabad",1.0,50.0
1090,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",1.0,6.0
1091,Manasa Hospital,"Padmarao Nagar, Hyderabad",1.0,5.0
1092,Aparna Maternity and General Clinic,"Nagole, Hyderabad",1.0,10.0
1093,Shree Laxmi Nursing Home,"Chanda Nagar, Hyderabad",1.0,10.0
1094,Gareeb Nawaz Hospital,"Falaknuma, Hyderabad",1.0,10.0
1095,CHL Hospital,"LIG Colony, Indore",4.0,250.0
1096,Choithram Hospital & Research Centre,"Manikbagh, Indore",3.0,200.0
1097,Shalby Hospital,"Old Palasia, Indore",7.0,200.0
1098,Ashadeep Hospital,"Vijay Nagar, Indore",1.0,25.0
1099,One Centre for Gynaecological Excellence,"Vijay Nagar, Indore",1.0,10.0
1100,Medanta Superspeciality Hospital,"Vijay Nagar, Indore",1.0,150.0
1101,Bhandari Hospital,"Gopalpura, Jaipur",14.0,100.0
1102,Shree Sumangal Poly Clinic & Hospital,"Durgapura, Jaipur",2.0,10.0
1103,Chandrabhan Hospital And Maternity Center,"Sodala, Jaipur",2.0,15.0
1104,Narayana Multispeciality Hospital,"Amer, Jaipur",7.0,290.0
1105,Agarwal Hospital & Fertility Centre,"Vaishali Nagar, Jaipur",1.0,15.0
