,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
751,Amrutha Hospital,"Vidyanagar, Hyderabad",4.0,10.0
752,Kokan Hospital,"Jogeshwari East, Mumbai",4.0,21.0
753,Ankura Children's Hospitals,"AS Rao Nagar, Hyderabad",4.0,100.0
754,Hemraj Jain Hospital and Maternity Home,"Janak Puri, Delhi",4.0,30.0
755,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",4.0,15.0
756,R G Stone Urology & Laparoscopy Hospital,"Rajouri Garden, Delhi",4.0,15.0
757,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",4.0,15.0
758,Manipal Ankur,"Kalyan Nagar, Bangalore",4.0,25.0
759,Pawar Hospital,"Dhankawadi, Pune",4.0,40.0
760,Sunil Memorial,"Dwarka, Delhi",4.0,20.0
761,Sanghvi Hospital,"Andheri West, Mumbai",4.0,5.0
762,Apex Hospital,"Borivali West, Mumbai",4.0,5.0
763,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",4.0,50.0
764,Orbit Eye Hospital,"Jogeshwari, Mumbai",4.0,25.0
765,Sudha Nursing Home,"Safilguda, Hyderabad",4.0,25.0
766,Rainbow Children's Hospital,"Madhapur, Hyderabad",4.0,25.0
767,Right Hospitals,"Kilpauk, Chennai",4.0,20.0
768,Zed Dental Hospital,"Punjabi Bagh, Delhi",4.0,5.0
769,National Institute Of Ophthalmology,"Shivaji Nagar, Pune",4.0,16.0
770,Dr. Vaidya Eye Hospital,"Andheri West, Mumbai",4.0,20.0
771,Dr. Sunil Ugile's Piles Clinic(Ashutosh Hospital),"Kalewadi, Pune",4.0,5.0
772,Gnadhi Nursing Home,"Nigdi, Pune",4.0,18.0
773,Nethralakshi Eye Hospital,"Chamarajpet, Bangalore",4.0,30.0
774,Vibhu Nursing Home,"Malviya Nagar, Delhi",4.0,7.0
775,Deendayal Memorial Hospital,"FC Road, Pune",4.0,30.0
776,Niramay Hospital,"Wadgaon Sheri, Pune",4.0,15.0
777,Visitech Eye Centre,"South Extension 2, Delhi",4.0,10.0
778,Sukhija Nursing Home,"Vivek Vihar, Delhi",4.0,5.0
779,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",3.0,20.0
780,Health Point Hospital,"Thakurganj, Lucknow",3.0,15.0
781,Villivakkam Health Centre,"Villivakkam, Chennai",3.0,5.0
782,CEDS Eye Hospital,"Bandra West, Mumbai",3.0,4.0
783,Fortis la Femme,"Richmond Town, Bangalore",3.0,67.0
784,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",3.0,15.0
785,Eva Hospital,"Adajan Dn, Surat",3.0,15.0
786,Samadhan Hospital,"Sion West, Mumbai",3.0,4.0
787,Aravind Hospital,"Hayathnagar, Hyderabad",3.0,15.0
788,Pandhi Hospital,"Sector 36, Chandigarh",3.0,40.0
789,Vasan Eye Care Hospital,"Perambur, Chennai",3.0,10.0
790,Saraogi Hospital,"Malad West, Mumbai",3.0,15.0
791,Vasan Eye Care Hospital - Triplicane,"Triplicane, Chennai",3.0,10.0
792,Olive Hospital,"Mehdipatnam, Hyderabad",3.0,100.0
793,Aditya Homoeopathic Hospital And Healing Centre,"Pimpri, Pune",3.0,72.0
794,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",3.0,20.0
795,Yogananda Multispecialty Hospital,"Padmanabhanagar, Bangalore",3.0,30.0
796,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",3.0,50.0
797,Dashmesh Hospital,"Zirakpur, Chandigarh",3.0,10.0
798,Hope The Nursing Home,"Grant Road, Mumbai",3.0,18.0
799,Nandini Hospitals,"Sainikpuri, Hyderabad",3.0,30.0
800,V Care Hospital,"Pallikaranai, Chennai",3.0,10.0
801,N.D.R Medical Centre,"Yelahanka, Bangalore",3.0,20.0
802,Navodaya Nursing Home,"Amberpet, Hyderabad",3.0,20.0
803,Kumar Hospital,"Greater Noida, Noida",3.0,30.0
804,Bhavsar Nursing Home & ICCU,"Bhandup West, Mumbai",3.0,25.0
805,Shadow Hospitals,"Hayathnagar, Hyderabad",3.0,20.0
806,Kanaka Maternity Hospital,"HSR Layout, Bangalore",3.0,8.0
807,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",3.0,20.0
808,BSR ENT And Eye Hospital,"Secunderabad, Hyderabad",3.0,10.0
809,Alpha Superspeciality Hospital,"Wakad, Pune",3.0,15.0
810,Asmira Hospital,"Sakinaka, Mumbai",3.0,10.0
811,Sridhar Multi Speciality Hospital,"Santosh Nagar, Hyderabad",3.0,100.0
812,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",3.0,50.0
813,Dr. Agarwal's Eye Hospital,"Padmanabhanagar, Bangalore",3.0,2.0
814,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",3.0,10.0
815,Narayana Multispeciality Hospital,"Barasat, Kolkata",3.0,145.0
816,B. W. Lions Super Speciality Eye Hospital,"Kalasipalayam, Bangalore",3.0,25.0
817,Ramkrishna Nursing Home,"Jayanagar, Bangalore",3.0,10.0
818,Prakasah Netralaya,"Kothrud, Pune",3.0,2.0
819,Disha Eye Hospital,"Barrackpore, Kolkata",3.0,5.0
820,J P Nursing Home,"Nandini Layout, Bangalore",3.0,20.0
821,Yashada Maternity & Surgical Home  ,"Goregaon East, Mumbai",3.0,18.0
822,Mamatha Nursing Home,"Rajajinagar, Bangalore",3.0,10.0
823,Tulasi Hospitals,"Kushaiguda, Hyderabad",3.0,100.0
824,Prayag Hospital,"Sector 41, Noida",3.0,35.0
825,C T Hospital,"Dhanori, Pune",3.0,30.0
826,Sri Srinivasa Oncology Hospital,"Rajajinagar, Bangalore",3.0,10.0
827,Adarsh Hospital,"Jankipuram Extension, Lucknow",3.0,25.0
828,Santosh Hospital,"Frazer Town, Bangalore",3.0,100.0
829,Ganapati Hospital And Maternity Center,"Sector 108, Noida",3.0,5.0
830,Dhanraj Hospital,"Mahanagar, Lucknow",3.0,10.0
831,Dr. Dipti's physiotherapy centre,"Mira Road, Mumbai",3.0,20.0
832,Salunke Hospital,"Wadgaon Sheri, Pune",3.0,12.0
833,Neera Hospital,"Mahanagar, Lucknow",3.0,160.0
834,Choithram Hospital & Research Centre,"Manikbagh, Indore",3.0,200.0
835,GSN Hospital,"Ameerpet, Hyderabad",3.0,10.0
836,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",3.0,10.0
837,Disha Hospital,"Ghatkopar West, Mumbai",3.0,5.0
838,Orchid Hospital,"Lohegaon, Pune",3.0,60.0
839,Amrita ENT Head and Neck Hospital,"KPHB, Hyderabad",3.0,3.0
840,Shreya Hospital,"Kengeri, Bangalore",3.0,20.0
841,Santrupti Hospital And Maternity Care,"Chunabhatti, Mumbai",3.0,8.0
842,Mallika Hospital,"Jogeshwari West, Mumbai",3.0,30.0
843,Sterling Multispeciality Hospital,"Nigdi, Pune",3.0,200.0
844,Sangamerkar Hospital,"Wadgaon Sheri, Pune",3.0,30.0
845,Bhavna Maternity & Nursing Home,"Ghatkopar West, Mumbai",3.0,5.0
846,KKR ENT Super Speciality Hospital,"Maduravoyal, Chennai",3.0,5.0
847,Bhatia Global Hospital & Endosurgery Institute,"Paschim Vihar, Delhi",3.0,50.0
848,Dr Bharti Nursing Home,"Delhi, Delhi",3.0,4.0
849,Nichani Hosptial,"Royapuram, Chennai",3.0,50.0
850,Shreeji Hospital,"Ghatkopar West, Mumbai",3.0,15.0
851,Teja Hospital,"Ambattur, Chennai",3.0,30.0
852,Vasan Eye Care Hospital,"Saidapet, Chennai",3.0,10.0
853,M.M.Dental Care,"Alwarpet, Chennai",3.0,5.0
854,Shree  Dhanvantari Ayurveda Hospital,"Rajajinagar, Bangalore",3.0,6.0
855,Vasnthi Orthopedic Hospital,"Arumbakkam, Chennai",3.0,10.0
856,Dr Chaudhry's Moral Hospital Pvt.Ltd,"Yamuna Vihar, Delhi",3.0,12.0
857,Indira Maternity Home,"JM Road, Pune",3.0,4.0
858,Ramayya Pramila Urology & Laparoscopy Hospital,"Basheerbagh, Hyderabad",3.0,50.0
859,ARC International Fertility And Research Centre,"Perungudi, Chennai",3.0,100.0
860,Pranaam Hospital,"Madinaguda, Hyderabad",3.0,100.0
861,Sobti Hospital,"Matunga, Mumbai",3.0,7.0
862,Anand Hospital - Manali,"Manali, Chennai",3.0,40.0
863,Global Hospital,"Parel, Mumbai",3.0,200.0
864,Ayanavaram Hospital,"Ayanavaram, Chennai",3.0,25.0
865,Mahindru Hospital,"Delhi, Delhi",3.0,20.0
866,Abhaya Hospital,"Wilson Garden, Bangalore",3.0,100.0
867,Shrikrupa Hospital,"Sangavi, Pune",3.0,10.0
868,Dr. Yadav Hospital,"Nalasopara West, Mumbai",3.0,16.0
869,Vasan Eye Care Hospital,"Tambaram, Chennai",3.0,10.0
870,Shreeyash Multispeciality Hospital,"Sinhagad Road, Pune",3.0,20.0
871,Vasan Eye Care Hospital,"Madipakkam, Chennai",3.0,10.0
872,Manipal Fertility,"Rajajinagar, Bangalore",3.0,25.0
873,GLB Hospitals,"Anna Nagar, Chennai",3.0,10.0
874,Das Nursing Home,"Pozhichalur, Chennai",3.0,30.0
875,Netra Eye Hospital,"Uttam Nagar, Delhi",3.0,5.0
876,Rohan Hospital,"Mehdipatnam, Hyderabad",3.0,35.0
877,Aastha Hospital,"Chinchwad, Pune",3.0,25.0
878,Matru Seva Hospital,"Nana Peth, Pune",3.0,5.0
879,Dr V Seshiah & Balaji Research Institute & Diabetes Care Centre,"Aminjikarai, Chennai",3.0,50.0
880,Shah Accident Hospital,"Yerwada, Pune",3.0,40.0
881,Prakash Jyot Hospital & I.C.C.U,"Govandi, Mumbai",3.0,20.0
882,Nova IVI Fertility,"Raja Annamalai Puram, Chennai",3.0,10.0
883,Icon Hospital Maternity & Multispeciality Centre,"Hebbal Kempapura, Bangalore",3.0,20.0
884,Shreeji Kripa Nursing Home,"Borivali, Mumbai",3.0,8.0
885,A V Hospital,"Washermenpet, Chennai",3.0,35.0
886,Hegde Hospital ,"Chembur, Mumbai",3.0,14.0
887,Mercury Hospital,"Egmore, Chennai",3.0,30.0
888,Patients First (A Unit of Shraddha Health Care),"Koramangala 1 Block, Bangalore",3.0,4.0
889,Dr. Saji D'souza's KSAC Hospital,"Punjagutta, Hyderabad",3.0,40.0
890,Live 100 Hospital,"Singasandra, Bangalore",3.0,150.0
891,Vinayaka Hospital,"Hongasandra, Bangalore",3.0,15.0
892,Manisha's Sparshad Nursing Home,"Bhandup, Mumbai",3.0,15.0
893,Bethesda Hospital & Child Care Centre,"Tambaram East, Chennai",3.0,35.0
894,Siva Head & Neck Hospital,"Royapettah, Chennai",3.0,10.0
895,Orchid Hospital & Heart Centre,"Janak Puri, Delhi",3.0,50.0
896,RR Dental Hospital,"Vadapalani, Chennai",3.0,5.0
897,Balaji Nursing Home,"Thiruvanmiyur, Chennai",3.0,15.0
898,Hyderabad Multispeciality Hospital,"Malakpet, Hyderabad",3.0,60.0
899,Avantika Hospital,"Rohini, Delhi",3.0,8.0
900,K.C. Raju Multi Speciality Hospital,"Lingarajapuram, Bangalore",3.0,50.0
901,Vasan Eye Care Hospital,"Neelankarai, Chennai",3.0,10.0
902,Central Hospital,"Ganesh Nagar, Delhi",3.0,25.0
903,Asian Eye Hospital,"Dhole Patil Road, Pune",3.0,10.0
904,Khanna Hospital,"Janak Puri, Delhi",3.0,38.0
905,Endocrine and Diabetes Clinic,"Borivali West, Mumbai",3.0,20.0
906,Parekh Eye Hospital,"Bandra, Mumbai",3.0,3.0
907,Margaret Sidney Hospital,"Nanganallur, Chennai",3.0,10.0
908,Vijaya Health Care,"Secunderabad, Hyderabad",3.0,100.0
909,Ashoka Nursing Home & Multispeciality Hospital,"Krishna Nagar, Delhi",3.0,100.0
910,Lotus Children Hospitals,"Kukatpally, Hyderabad",3.0,50.0
911,S V Pooja Hospital,"Hyder Nagar, Hyderabad",3.0,50.0
912,Chennai National Hospital,"Parrys, Chennai",3.0,120.0
913,Gayathri Hospital,"Vijayanagar, Bangalore",3.0,15.0
914,Vasan Eye Care Hospital,"Valasaravakkam, Chennai",3.0,10.0
915,Gujar Hospital,"Ambegaon, Pune",3.0,4.0
916,Aayug Multi Specialty Hospital,"Kundalahalli, Bangalore",2.0,30.0
917,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",2.0,2.0
918,Nova IVI Fertility,"Navrangpura, Ahmedabad",2.0,15.0
919,Le Nest Hospital,"Malad West, Mumbai",2.0,15.0
920,Chandrajyoti Children and General Hospital,"Ghatkopar West, Mumbai",2.0,18.0
921,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",2.0,15.0
922,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",2.0,20.0
923,Gupta Hospital,"Old City, Hyderabad",2.0,22.0
924,Alnoor Maternity Hospital,"Erragadda, Hyderabad",2.0,15.0
925,Janahita Hospital,"Jeedimetla, Hyderabad",2.0,55.0
926,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",2.0,50.0
927,Maa ENT Hospital,"Malkajgiri, Hyderabad",2.0,2.0
928,Uma National Hospital,"Saidabad, Hyderabad",2.0,10.0
929,Shree Hospital,"Mulund, Mumbai",2.0,20.0
930,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",2.0,5.0
931,Mansoor Childrens Hospital,"Mallepally, Hyderabad",2.0,5.0
932,Anjani Women's Day Care Hospital,"HRBR Layout, Bangalore",2.0,5.0
933,Vraj Psychiatry Hospital,"Sabarmati, Ahmedabad",2.0,5.0
934,Global Animal Hospital,"Trimulgherry, Hyderabad",2.0,2.0
935,Seven Star Multispeciality Hospital,"Kandivali East, Mumbai",2.0,100.0
936,Siddhivinayak Hospital,"Kandivali East, Mumbai",2.0,6.0
937,Vivekananda Hospital,"Bannerghatta Road, Bangalore",2.0,15.0
938,Lokhande's Multispecialty Hospital,"Kalyan Nagar, Bangalore",2.0,15.0
939,Mamta Hospital,"Adajan Dn, Surat",2.0,16.0
940,Apex Multi Speciality Hospital ,"Sakinaka, Mumbai",2.0,18.0
941,Lifecare Hospital,"Kandivali East, Mumbai",2.0,18.0
942,Lion Kartar Singh Hospital,"Andheri West, Mumbai",2.0,20.0
943,ApoKos Rehabilitation Hospital,"Jubilee Hills, Hyderabad",2.0,70.0
944,Metro Hospital,"Nizampet, Hyderabad",2.0,50.0
945,Atlantis Hospital,"Malad West, Mumbai",2.0,20.0
946,Ashirwad Maternity & Nursing Home,"Bhandup West, Mumbai",2.0,16.0
947,Pushpaa Hospital,"Andheri West, Mumbai",2.0,15.0
948,Sanjeevanee Hospital,"Dadar East, Mumbai",2.0,15.0
949,Nikhil Hospitals,"Dilsukhnagar, Hyderabad",2.0,100.0
950,Shine Childrens Hospital,"LB Nagar, Hyderabad",2.0,50.0
951,Jeevan Hospital,"Karmanghat, Hyderabad",2.0,40.0
952,Fortis Medcentre,"Marathahalli, Bangalore",2.0,50.0
953,Rashmi Hospital,"Indiranagar, Bangalore",2.0,30.0
954,Apollo Spectra Hospitals,"Tardeo, Mumbai",2.0,50.0
955,Samartha Hospital,"Mira Road, Mumbai",2.0,10.0
956,Lotus Multispecialty Hospital,"Borivali West, Mumbai",2.0,25.0
957,Om Imaging Centre & E.N.T Hospital,"Amroli, Surat",2.0,5.0
958,Arogyam Hospital,"Kanjurmarg, Mumbai",2.0,15.0
959,Al-Hasan Children Hospital,"Nalasopara West, Mumbai",2.0,13.0
960,Techno Global Hospital,"Barrackpore, Kolkata",2.0,130.0
961,Rajendra Nagar Hospital,"Rajendranagar, Lucknow",2.0,13.0
962,Medox Hospital,"Jankipuram, Lucknow",2.0,40.0
963,Belle Vue's Cambridge Hospital,"Ulsoor, Bangalore",2.0,25.0
964,Lakshmi Hospital.,"Ganganagar, Bangalore",2.0,20.0
965,SHREEDHAR HOSPITAL,"Dadar, Mumbai",2.0,6.0
966,Cansure Centre,"Mulund West, Mumbai",2.0,17.0
967,St. Joseph's Hospital,"Gomtinagar, Lucknow",2.0,180.0
968,The Vein Center - Sushrut Hospital,"Andheri East, Mumbai",2.0,5.0
969,Dr Shah's Garbhasanskar Hospital,"Dadar, Mumbai",2.0,6.0
970,Devishiv Hospital,"Mahanagar, Lucknow",2.0,25.0
971,Gomti Hospital & Maternity Centre,"Chowk, Lucknow",2.0,10.0
972,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",2.0,20.0
973,Nirmala Hospital,"Mahalaxmi, Mumbai",2.0,27.0
974,Sri Venkateswara Hospital,"Madiwala, Bangalore",2.0,30.0
975,Sarojini hospital,"Dasarahalli, Bangalore",2.0,30.0
976,Life Care Hospital,"Sector-c Sitapur Rd, Lucknow",2.0,10.0
977,Apollo Hospital,"Jayanagar, Bangalore",2.0,150.0
978,Kamath Nursing home,"Banaswadi, Bangalore",2.0,5.0
979,Antop Hill Hospital,"Antop Hill, Mumbai",2.0,10.0
980,Dr. Gujar's Maternity and Surgical Hospital,"Mulund East, Mumbai",2.0,8.0
981,Riddhi Vinayak Hospital,"Malad West, Mumbai",2.0,60.0
982,Marve Nursing Home,"Malad West, Mumbai",2.0,15.0
983,Ramakrishna Smart Hospitals,"Electronics City, Bangalore",2.0,6.0
984,Spandana Hospital For Mother And Child,"Ramamurthy Nagar, Bangalore",2.0,5.0
985,Sagar Hospitals,"Banashankari, Bangalore",2.0,415.0
986,Dr Agashe's Maternity And Surgical Nursing Home,"Kurla West, Mumbai",2.0,20.0
987,DNA Multispeciality Hospital ,"Kandivali East, Mumbai",2.0,15.0
988,Brindhavvan Areion Hospital,"Chamarajpet, Bangalore",2.0,110.0
989,Nova IVI Fertility,"Sadashivanagar, Bangalore",2.0,9.0
990,Desai Hospital & Maternity Centre,"Dadar West, Mumbai",2.0,10.0
991,Good Care Nursing Home,"Borabanda, Hyderabad",2.0,5.0
992,Sunridges Speciality Hospital,"Vileparle West, Mumbai",2.0,30.0
993,Noble Nursing Home,"Miyapur, Hyderabad",2.0,10.0
994,Bakul Parekh Children's Hospital,"Ghatkopar East, Mumbai",2.0,50.0
995,Mahavir Medical Research Centre,"Khar West, Mumbai",2.0,25.0
996,City Hospital-kurla,"Kurla West, Mumbai",2.0,50.0
997,Belle Vue Nursing Home,"Andheri West, Mumbai",2.0,25.0
998,Prime Hospital,"Goregaon East, Mumbai",2.0,10.0
999,Shree Sumangal Poly Clinic & Hospital,"Durgapura, Jaipur",2.0,10.0
1000,Sneh Nursing Home,"Andheri, Mumbai",2.0,4.0
1001,Jain Hospital,"Goregaon West, Mumbai",2.0,5.0
1002,Chandrabhan Hospital And Maternity Center,"Sodala, Jaipur",2.0,15.0
1003,Narayana Multispeciality Hospital,"HSR Layout, Bangalore",2.0,90.0
1004,Devasya Kidney Hospital,"Nava Vadaj, Ahmedabad",2.0,50.0
1005,Goyal General Hospital,"Sodala, Jaipur",2.0,25.0
1006,Riddhi Nursing Home,"Borivali West, Mumbai",2.0,8.0
1007,Monilek Hospital and Research Centre,"Jawahar Nagar, Jaipur",2.0,100.0
1008,K.M.S. Hospital,"Tilak Nagar, Jaipur",2.0,34.0
1009,Om Mother N Child Hospital,"Murlipura, Jaipur",2.0,25.0
1010, Nagher Samaj Hospital,"Ghatkopar West, Mumbai",2.0,15.0
1011,Sri Vinayaka Nursing Home,"HAL 2nd Stage, Bangalore",2.0,3.0
1012,Durga Nursing Home,"Andheri East, Mumbai",2.0,16.0
1013,Anand Hospital,"Mira Road, Mumbai",2.0,15.0
1014,Genesis Hospital,"Kasba, Kolkata",2.0,5.0
1015,EEDF Hospital,"Jodhpur Park, Kolkata",2.0,130.0
1016,Universal Eye Clinic,"Wadala, Mumbai",2.0,2.0
1017,Shree Samarth Nursing Home,"Matunga, Mumbai",2.0,18.0
1018,Sanket Hospital,"Borivali West, Mumbai",2.0,9.0
1019,Narayana Hrudhayalaya Multispeciality Hospital,"Whitefield, Bangalore",2.0,150.0
1020,Ozone Hospital,"Sangavi, Pune",2.0,25.0
1021,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",2.0,25.0
1022,Aries Maternity Hospital,"Mehdipatnam, Hyderabad",2.0,35.0
1023,Mayur Hospital,"Chinchwad, Pune",2.0,15.0
1024,Surekha Hospital,"Kompally, Hyderabad",2.0,50.0
1025,N.N. Hospital,"Tambaram West, Chennai",2.0,4.0
1026,Swaram Hospital Kelambakkam,"Kelambakkam, Chennai",2.0,20.0
1027,Hedge Fertility Hospital,"Moosarambagh, Hyderabad",2.0,25.0
1028,Narayana Hospital,"Purasawakkam, Chennai",2.0,50.0
1029,Krishna Eye And Ent Hospital,"T Nagar, Chennai",2.0,50.0
1030,Arokya Hospital,"Nesapakkam, Chennai",2.0,10.0
1031,Appasamy Krishna Hospital,"Velachery, Chennai",2.0,10.0
1032,Kataria Hospital,"Yerwada, Pune",2.0,20.0
1033,MV Hospital for Diabetes,"Adyar, Chennai",2.0,10.0
1034,Nirmals' Eye Hospital,"Tambaram West, Chennai",2.0,21.0
1035,Rohit Hospital,"Thiruvottiyur, Chennai",2.0,30.0
1036,C M Hospital,"Medavakkam, Chennai",2.0,8.0
1037,Rahman Hospital,"Delhi, Delhi",2.0,2.0
1038,Swaram Hospital Navalur,"Navalur Place, Chennai",2.0,30.0
1039,Mantri Hospital,"Erandwane, Pune",2.0,10.0
1040,Bharti Children & Cardio Diabetic Hospital,"Pimple Saudagar, Pune",2.0,15.0
1041,Kohakade Hospital,"Wagholi, Pune",2.0,51.0
1042,Sunil Wankhede Memorial Hospital,"Dehu Road, Pune",2.0,15.0
1043,Vinayak Hospital,"Warje, Pune",2.0,20.0
1044,Muskaan Hospital,"Shahdara, Delhi",2.0,16.0
1045,Eye7 Chaudhary Eye Centre,"Lajpat Nagar, Delhi",2.0,10.0
1046,N.S.Hospital,"Tambaram, Chennai",2.0,15.0
1047,Dr. Karne Accident And Orthopedic Hospital,"Swargate, Pune",2.0,23.0
1048,Dr. Batra's Diagnostic Centre at Neptune Hospital,"Malviya Nagar, Delhi",2.0,10.0
1049,Indo-us Superspeciality Hospital,"Ameerpet, Hyderabad",2.0,50.0
1050,Aakash Fertility Centre & Hospital,"Vadapalani, Chennai",2.0,50.0
1051,Pallava Hospital,"Ashok Nagar, Chennai",2.0,30.0
1052,Nethra Eye Institute(A Unit OfS owrya Hospitals),"Ameerpet, Hyderabad",2.0,10.0
1053,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2.0,10.0
1054,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",2.0,20.0
1055,K L Hospital,"Ramamurthy Nagar, Bangalore",2.0,55.0
1056,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2.0,50.0
1057,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",2.0,15.0
1058,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",2.0,50.0
1059,Shenoy Nursing Home,"East Marredpally, Hyderabad",2.0,20.0
1060,Shilpa Nursing Home,"Miyapur, Hyderabad",2.0,15.0
1061,B. V. K. Reddy  Hospital,"Warasiguda, Hyderabad",2.0,10.0
1062,Advanced Endocrine & Diabetes Hospital & Research Center,"KPHB, Hyderabad",2.0,15.0
1063,Lakshmi Sailaja Hospital,"Suchitra Circle, Hyderabad",2.0,30.0
1064,Shree Hospital,"Baghlingampally, Hyderabad",2.0,10.0
1065,Jawahar Hospital,"Tambaram, Chennai",2.0,15.0
1066,Redefine Plastic and Cosmetic Surgery Center,"Kothapet, Hyderabad",2.0,5.0
1067,VCare Hospital,"Zirakpur, Chandigarh",2.0,15.0
1068,Orient Eye Hospital,"Mehdipatnam, Hyderabad",2.0,5.0
1069,Pune City Eye Clinic,"Camp, Pune",2.0,1.0
1070,Shilp Hospital,"Paldi, Ahmedabad",2.0,10.0
1071,Sangeeta Nursing Home,"Sector 21, Chandigarh",2.0,7.0
1072,Sterling Super Speciality Hospitals,"Trimulgherry, Hyderabad",2.0,150.0
1073,"Lakshmi Hospital for Women, Children & Multispeciality","Madinaguda, Hyderabad",2.0,50.0
1074,SMS ENT And Surgical Hospital,"Himayat Nagar, Hyderabad",2.0,15.0
1075,Jaya Bhushan Hospitals,"Mehdipatnam, Hyderabad",2.0,25.0
1076,Ameya Clinic,"Erandwane, Pune",2.0,20.0
1077,Care Medical Centre,"Pahar Ganj, Delhi",2.0,5.0
1078,Avm Medical ENT Research Foundation Hospital,"Mylapore, Chennai",2.0,25.0
1079,KSAC Hospital,"Koramangala 6 Block, Bangalore",2.0,4.0
1080,Maharishi Ayurveda Hospital,"Shalimar Bagh, Delhi",2.0,49.0
1081,Parnami Orthopaedic Hospital,"Azadpur, Delhi",2.0,2.0
1082,Indigo Womens Center,"Anna Nagar, Chennai",2.0,6.0
1083,GMR Hospital,"Mogappair West, Chennai",2.0,35.0
1084,Delhi E.N.T. Multi- Speciality Hospital,"Jasola, Delhi",2.0,10.0
1085,The Specialists Clinic And Hospital,"KK Nagar, Chennai",2.0,10.0
1086,Nalamm Hospital PVT. Limited,"MKB Nagar, Chennai",2.0,25.0
1087,Adiva Super-Speciality Care,"Green Park, Delhi",2.0,50.0
1088,K L Hospital,"Neelangarai, Chennai",2.0,30.0
1089,Vasan Eye Care Hospital,"Mogappair West, Chennai",2.0,10.0
1090,Dr. More's Children Hospital,"Pimple Gurav, Pune",2.0,15.0
1091,People's Nursing Home,"Aminjikarai, Chennai",2.0,10.0
1092,Dr Pagare Speciality Hospital & Critical Care Center,"Sangvi, Pune",2.0,8.0
1093,Vasan Eye Care Hospital,"Alwarpet, Chennai",2.0,10.0
1094,Pataskar Hospital,"Bhosari, Pune",2.0,25.0
1095,Sanjeevani Hospital,"Chinchwad, Pune",2.0,5.0
1096,CM Patel Hospital,"Shahdara, Delhi",2.0,25.0
1097,Shanti Mukand Hospital,"Vikas Nagar, Delhi",2.0,70.0
1098,Vasan Eye Care Hospital,"Washermenpet, Chennai",2.0,10.0
1099,Dr. Mhaske Hospital & Research Center Pvt. Ltd.,"Hadapsar, Pune",2.0,22.0
1100,SKS Veterinary Hospital,"Abhiramapuram, Chennai",2.0,2.0
1101,Krushna General Hospital,"Bhosari, Pune",2.0,16.0
1102,Todkar Hospital,"Bhavani Peth, Pune",2.0,15.0
1103,HV Desai Eye Hospital,"Hadapsar, Pune",2.0,250.0
1104,Colony Nursing Home,"Navi Peth, Pune",2.0,100.0
1105,Apollo Spectra Hospitals,"Sadashiv Peth, Pune",2.0,35.0
1106,Navjeevan Hospital - Pitampura,"Pitampura, Delhi",2.0,25.0
1107,Family Hospital Pvt. Ltd.,"Tilak Nagar, Delhi",2.0,3.0
1108,Aashara Hospital,"Anna Nagar West, Chennai",2.0,12.0
1109,Apollo Spectra Hospitals,"Karol Bagh, Delhi",2.0,25.0
1110,S. D. Hospital,"Delhi, Delhi",2.0,5.0
1111,CP Vet Hospital,"Delhi, Delhi",2.0,2.0
1112,Kesar Hospital,"Shalimar Bagh, Delhi",2.0,20.0
1113,Swasthik Hospital,"Tilak Nagar, Delhi",2.0,20.0
1114,Suman Hospital,"Thiruvottiyur, Chennai",2.0,5.0
1115,Centre for Sight - Rajouri Garden,"Rajouri Garden, Delhi",2.0,4.0
1116,SCI International Hospital,"Greater Kailash Part 1, Delhi",2.0,49.0
1117,Hiba Hospital,"Triplicane, Chennai",2.0,15.0
1118,Tarak Hospital,"Dwarka, Delhi",2.0,75.0
1119,Spot Hospital,"Kodambakkam, Chennai",2.0,30.0
1120,Chennai Meenakshi Multispeciality Hospital,"Mylapore, Chennai",2.0,100.0
1121,K.P Hospital,"Adambakkam, Chennai",2.0,35.0
1122,Laser and Laparoscopic Hospital,"T Nagar, Chennai",2.0,50.0
