,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
844,Punarjani Ayurveda Multi-Speciality Hospital,"Sarjapur Road, Bangalore",8,22
845,Apollo Hospital - Sowcarpet,"Sowcarpet, Chennai",1,22
846,Gupta Hospital,"Old City, Hyderabad",1,22
847,Ramakrishna Nursing Home,"Malleswaram, Bangalore",1,22
848,Triton Hospital,"Nehru Place, Delhi",2,22
849,Bangaluru Neuro Centre,"Malleswaram, Bangalore",9,22
850,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1,21
851,Nirmals' Eye Hospital,"Tambaram West, Chennai",1,21
852,Shree Krishna Hospital,"Borivali East, Mumbai",1,21
853,Kokan Hospital,"Jogeshwari East, Mumbai",2,21
854,Apollo Spectra Hospital,"Kothaguda, Hyderabad",43,21
855,Sri Gopal Hospital,"Katargam, Surat",2,21
856,Vikas Nursing Home,"Govandi, Mumbai",1,21
857,Narayana Nethralaya,"Bannerghatta Road, Bangalore",2,21
858, Vivek Children Hospital,"L.P. Savani, Surat",1,21
859,Sakhii Hospital,"BTM Layout 2nd Stage, Bangalore",2,21
860,Retreat Hospital,"Malakpet, Hyderabad",7,20
861,Sahyadri Hospital,"Hadapsar, Pune",3,20
862,Acura Speciality Hospital,"Koramangala 5 Block, Bangalore",5,20
863,Axis Multispecialty Hospital,"Andheri West, Mumbai",37,20
864,Prime OBG Fertility Centre,"Thiruvanmiyur, Chennai",2,20
865,Vee Care Dental,"Kottivakkam, Chennai",1,20
866,Hande Hospital,"Shenoy Nagar, Chennai",1,20
867,Metro Hospital,"Nizampet, Hyderabad",1,20
868,Huma Hospital,"Yakutpura, Hyderabad",1,20
869,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",1,20
870,Shree Hospital,"Mulund, Mumbai",5,20
871,Dr Agashe's Maternity And Surgical Nursing Home,"Kurla West, Mumbai",4,20
872,Shreya Hospital,"Kengeri, Bangalore",3,20
873,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",1,20
874,Sarvani Hospital,"Santosh Nagar, Hyderabad",1,20
875,Pavithra Hospital,"Old Bowenpally, Hyderabad",1,20
876,Sundar Eye Hospital,"Anna Nagar, Chennai",1,20
877,Right Hospitals,"Kilpauk, Chennai",2,20
878,MEDS Hospital ,"Old City, Hyderabad",9,20
879,Pancholi Hospital,"Ghatkopar East, Mumbai",9,20
880,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",1,20
881,Legend Hospital,"Hayathnagar, Hyderabad",14,20
882,Sri Krishna Hospital,"Bannerghatta Road, Bangalore",12,20
883,Jayaprada Hospital,"Lothkunta, Hyderabad",2,20
884,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",1,20
885,Atlantis Hospital,"Malad West, Mumbai",2,20
886,Aastha Hospital & IVF Centre,"Vikas Puri, Delhi",6,20
887,Ratna Maternity & Nursing Home ,"Saidabad, Hyderabad",1,20
888,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",9,20
889,G R Fertility Centre,"Adambakkam, Chennai",2,20
890,Diamond Hospital,"Jogeshwari West, Mumbai",4,20
891,Prakash Jyot Hospital & I.C.C.U,"Govandi, Mumbai",33,20
892,N.D.R Medical Centre,"Yelahanka, Bangalore",3,20
893,Maru Hospital,"Parel, Mumbai",17,20
894,Shreya Hospital,"Borabanda, Hyderabad",1,20
895,S.R Hospitals,"Ashok Nagar, Chennai",1,20
896,Unik Care Hospital,"Mallepally, Hyderabad",5,20
897,Prashamsa Hospital,"Alwal, Hyderabad",2,20
898,Sun Orthopaedic Hospital,"Mathikere - BEL, Bangalore",1,20
899,SVK Hospital,"Jeedimetla, Hyderabad",2,20
900,ARK Hospital,"Andheri West, Mumbai",1,20
901,Endocrine and Diabetes Clinic,"Borivali West, Mumbai",22,20
902,Mohammedi Memorial Hospital,"Attapur, Hyderabad",15,20
903,Rishab Eye Centre,"Sainikpuri, Hyderabad",8,20
904,Health  Cottage  Hospital,"Ulsoor, Bangalore",1,20
905,A.K. Hospital,"Aminjikarai, Chennai",14,20
906,Sri Sai Ram Hospital,"Langer House, Hyderabad",3,20
907,Atharva Hospital & Research Center,"Sion East, Mumbai",1,20
908,Mahavir Nursing Home,"Govandi, Mumbai",1,20
909,City Hospital,"Jogeshwari West, Mumbai",2,20
910,Karuna Hospital ,"Dilshad Garden, Delhi",1,20
911,Vatsalya Mother & Child Care,"Bhosari, Pune",21,20
912,Vivek Nursing Home,"Ghatkopar West, Mumbai",7,20
913,Shreeyash Multispeciality Hospital,"Sinhagad Road, Pune",1,20
914,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1,20
915,Davita Care India Pvt Ltd,"Chanakyapuri, Delhi",1,20
916,Tyagi hospital,"Dilshad Garden, Delhi",1,20
917,Dr. Vaidya Eye Hospital,"Andheri West, Mumbai",1,20
918,Dr. Dipti's physiotherapy centre,"Mira Road, Mumbai",1,20
919,Kirti Nursing Home,"Delhi, Delhi",5,20
920,Sharma clinic & maternity home,"Laxmi Nagar, Delhi",16,20
921,Aadarsh Nursing Home,"Ghatkopar West, Mumbai",3,20
922,Birthright By Rainbow,"Bannerghatta Road, Bangalore",34,20
923,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",3,20
924,Swaram Hospital Kelambakkam,"Kelambakkam, Chennai",4,20
925,ReSCUE -  The Urology Center,"Rajajinagar, Bangalore",9,20
926,Vasan Eye Hospital,"Begumpet, Hyderabad",2,20
927,Hope Hospital,"Munnekollal, Bangalore",2,20
928,Femiint Health,"Whitefield, Bangalore",6,20
929,R C Hospital,"Rajarajeshwarinagar, Bangalore",1,20
930,Mount Multispeciality Hospitals,"Adambakkam, Chennai",14,20
931,Central Hospital,"Sakinaka, Mumbai",1,20
932,Lake View Hospital,"HSR Layout, Bangalore",21,20
933,Centre For Sexual & Mental Health,"Greater Kailash Part 2, Delhi",9,20
934,Punarjyoti Eye Hospital,"Wilson Garden, Bangalore",25,20
935,Icon Hospital Maternity & Multispeciality Centre,"Hebbal Kempapura, Bangalore",3,20
936,Max Hospital,"Sector 19, Noida",31,20
937,Vinayak Hospital,"Warje, Pune",3,20
938,Punamiya Hospital,"Dadar West, Mumbai",2,20
939,Lifeline Multi Speciality Hospital,"Gota, Ahmedabad",1,20
940,Sunil Memorial,"Dwarka, Delhi",4,20
941,Sanchet Hospital ,"Paschim Vihar, Delhi",1,20
942,Bimla Devi Hospital,"Mayur Vihar Ph-II, Delhi",3,20
943,Apollo Spectra Hospitals,"Koramangala 5 Block, Bangalore",39,20
944,CT Nursing Home,"Dhanori, Pune",2,20
945,A-One Hospital,"Paschim Vihar, Delhi",6,20
946,Avadh Eye Hospital,"Kankarbagh, Patna",5,20
947,SHUBHAM HOSPITAL,"Kalkaji, Delhi",8,20
948,Oshodhara Mother and Child Hospital Pvt Ltd,"Kankarbagh, Patna",1,20
949,Family Hospital,"Mathikere - BEL, Bangalore",21,20
950,Cure n Care Hospital,"Horamavu, Bangalore",1,20
951,Eye7 Chaudhary Eye Centre,"Darya Ganj, Delhi",1,20
952,RC Hospital ,"Rajarajeshwarinagar, Bangalore",4,20
953,Khaire Hospital,"Chinchwad, Pune",5,20
954,Max Hospital,"Godadara, Surat",1,20
955,Gambhir Hospital,"Rajouri Garden, Delhi",1,20
956,Dr. Ratnadeep's Dental Hospital,"Nigdi, Pune",1,20
957,Mother Hospital & Maternity Home,"Mota Varachha, Surat",3,20
958,Rajashri Grandhim Speciality Hospital,"Bannerghatta Road, Bangalore",7,20
959,Shradha Multispeciality Hospital,"Narela, Delhi",16,20
960,Tongaonkar Hospital,"Akurdi, Pune",1,20
961,M.N.Eye Hospital,"Tondiarpet, Chennai",6,20
962,Kaushal Hospital,"Pimpri, Pune",2,20
963,S K Hospital,"Nagarbhavi, Bangalore",11,20
964,Swasthik Hospital,"Tilak Nagar, Delhi",1,20
965,Kesar Hospital,"Shalimar Bagh, Delhi",3,20
966,Pavan Nursing Home,"Laxmi Nagar, Delhi",1,20
967,Mahindru Hospital,"Delhi, Delhi",11,20
968,Laxmi nursing Home,"Rohini, Delhi",1,20
969,Krishna Hospital,"Pitampura, Delhi",3,20
970,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",10,20
971,Soukya Hospital,"Vidyaranyapura, Bangalore",8,20
972,RathiMed Speciality Hospital,"Anna Nagar, Chennai",27,20
973,Adarsh Multi Specialty Hospital,"Kengeri, Bangalore",1,20
974,Cherish Hospital,"Thirumullaivoyal, Chennai",17,20
975,Shadow Hospitals,"Hayathnagar, Hyderabad",1,20
976,DaVita Care India Pvt. Ltd.,"Banashankari 2nd Stage, Bangalore",9,20
977,Lion Kartar Singh Hospital,"Andheri West, Mumbai",1,20
978,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",5,20
979,Kataria Hospital,"Yerwada, Pune",7,20
980,Leela Hospital,"Moti Nagar, Hyderabad",1,20
981,Navodaya Nursing Home,"Amberpet, Hyderabad",26,20
982,Shepherd Nursing Home,"Perambur, Chennai",9,20
983,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",1,20
984,Apoorva Hospital,"Mehdipatnam, Hyderabad",3,20
985,Ameya Clinic,"Erandwane, Pune",7,20
986,Shenoy Nursing Home,"East Marredpally, Hyderabad",23,20
987,J P Nursing Home,"Nandini Layout, Bangalore",3,20
988,Davita Care India Pvt. Ltd,"Shantinagar, Bangalore",4,20
989,Maxivision Eye Hospital,"Somajiguda, Hyderabad",6,20
990,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",4,20
991,NRR Hospitals,"Jalahalli, Bangalore",25,20
992,Lakshya Hospital Fertility & Women's Centre,"Tambaram, Chennai",87,20
993,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",5,20
994,Sai Ganga Hospital,"Bhayandar East, Mumbai",1,20
995,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",1,20
996,Arth Hospital,"Nalasopara East, Mumbai",2,20
997,Matrix Hospital,"Ramanthapur, Hyderabad",27,20
998,OHF - Om Shree Swami Samarth Hospital,"Chinchwad, Pune",13,20
999,Firm Hospitals,"Anna Nagar, Chennai",6,20
1000,Saikrupa Hospital For Women & Surgical Center,"Vijayanagar, Bangalore",1,20
1001,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",3,20
1002,Lakshmi Hospital.,"Ganganagar, Bangalore",2,20
1003,Shiv Om Hospital,"Mira Road, Mumbai",2,20
1004,Avis Hospitals,"Jubilee Hills, Hyderabad",7,20
1005,Enhanced Health Care,"Indiranagar, Bangalore",4,20
1006,Ramlok ENT Hospital,"Bhayandar West, Mumbai",7,20
1007,Lakshmi Nursing Home,"Mulund West, Mumbai",1,18
1008,Neptune Hospital ,"Malviya Nagar, Delhi",17,18
1009,Shree Chakra Hospital,"Hosur Road, Bangalore",7,18
1010,Tomar Medical Centre,"Janak Puri, Delhi",2,18
1011,Uma Multispeciality Hospital,"Naroda, Ahmedabad",1,18
1012,Madhuram Multispeciality Hospital & ICU,"Palanpur Nd, Surat",30,18
1013,Chandrajyoti Children and General Hospital,"Ghatkopar West, Mumbai",2,18
1014,Mannat Hospital,"Govandi, Mumbai",2,18
1015,Hope The Nursing Home,"Grant Road, Mumbai",1,18
1016,Lotus hospital,"Govandi, Mumbai",1,18
1017,Bhagirathi Children's Hospital,"Karve Nagar, Pune",1,18
1018,Lifecare Hospital,"Kandivali East, Mumbai",1,18
1019,Pinkle Hospital,"Haripura, Surat",15,18
1020,Yashada Maternity & Surgical Home  ,"Goregaon East, Mumbai",4,18
1021,Cloudnine Hospital,"Shivaji Nagar, Pune",3,18
1022,Gnadhi Nursing Home,"Nigdi, Pune",1,18
1023,Shree Samarth Nursing Home,"Matunga, Mumbai",1,18
1024,Apex Multi Speciality Hospital ,"Sakinaka, Mumbai",1,18
1025,V Care Hospital and ICU,"Kurla East, Mumbai",1,17
1026,Cansure Centre,"Mulund West, Mumbai",1,17
1027,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",2,17
1028,Shubham Hospital,"L.P. Savani, Surat",2,16
1029,Krushna General Hospital,"Bhosari, Pune",3,16
1030,Desai's Orthopaedic Hospital,"Adajan Dn, Surat",1,16
1031,"Apollo Spectra Hospital,Kailash Colony","East Of Kailash, Delhi",4,16
1032,Sriji Hospital,"Adajan Dn, Surat",1,16
1033,National Institute Of Ophthalmology,"Shivaji Nagar, Pune",13,16
1034,Durga Nursing Home,"Andheri East, Mumbai",1,16
1035,Foram Hospital,"Rander, Surat",1,16
1036,Ashirwad Maternity & Nursing Home,"Bhandup West, Mumbai",3,16
1037,Asha Nursing Home,"Banaswadi, Bangalore",2,16
1038,Adarsh Hospital,"Rohini Sector 24, Delhi",1,16
1039,Kanchi Nursing Home,"Goregaon East, Mumbai",1,16
1040,Muskaan Hospital,"Shahdara, Delhi",1,16
1041,Dr. Yadav Hospital,"Nalasopara West, Mumbai",5,16
1042,Mamta Hospital,"Adajan Dn, Surat",2,16
1043,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1,16
1044,Irla Nursing Home & Polyclinic,"Vileparle West, Mumbai",3,16
1045,Apollo Spectra Hospital,"Chembur, Mumbai",3,16
1046,Todkar Hospital,"Bhavani Peth, Pune",2,15
1047,Inamdar Hospital,"NIBM, Pune",1,15
1048,Ankur Hospital,"Kandivali West, Mumbai",5,15
1049,Maruti Nursing Home,"Mulund East, Mumbai",2,15
1050,Alpha Superspeciality Hospital,"Wakad, Pune",5,15
1051,Om Sai Baba Hospital,"Chembur East, Mumbai",3,15
1052,Dr. More's Children Hospital,"Pimple Gurav, Pune",1,15
1053,Sunil Wankhede Memorial Hospital,"Dehu Road, Pune",4,15
1054,JANANII HOSPITAL,"Ramanthapur, Hyderabad",1,15
1055,Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,"Kandivali West, Mumbai",1,15
1056,Bharti Children & Cardio Diabetic Hospital,"Pimple Saudagar, Pune",7,15
1057,Rode Hospital,"Dighi Camp, Pune",1,15
1058,A2Z  Pregnanacy Care,"Anna Nagar East, Chennai",3,15
1059,Adiva Hospital,"Green Park, Delhi",21,15
1060,Niramay Hospital,"Wadgaon Sheri, Pune",3,15
1061,Lifewave Hospital,"Malad East, Mumbai",224,15
1062,Suraj Hospital,"Market Yard, Pune",1,15
1063,Suyash Hospital,"Kothrud, Pune",1,15
1064,VCare Hospital,"Zirakpur, Chandigarh",2,15
1065,Saraogi Hospital,"Malad West, Mumbai",1,15
1066,APS Nursing Home,"Hadapsar, Pune",7,15
1067,Dugad Hospital,"Satara Road, Pune",205,15
1068,Mayur Hospital,"Chinchwad, Pune",1,15
1069,Modern Hospital,"Nana Peth, Pune",1,15
1070,Be Well Hospital,"T Nagar, Chennai",5,15
1071,Srijan The Fertility Centre & Women Care Hospital,"Borivali West, Mumbai",6,15
1072,Harsh Hospital,"Market Yard, Pune",1,15
1073,Sri Esodha Children's hospital,"Ayanavaram, Chennai",101,15
1074,Dr Bhargavi Reddy Women & Children Hospital,"Indiranagar, Bangalore",9,15
1075,Polaris Healthcare,"Wakad, Pune",2,15
1076,Gayathri Hospital,"Vijayanagar, Bangalore",3,15
1077,Hiremath Hospital,"Chinchwad, Pune",2,15
1078,Vinayaka Hospital,"Hongasandra, Bangalore",3,15
1079,Dr Rudrappa First Class Eye Care Hospital,"Richmond Town, Bangalore",6,15
1080,Mathru Nursing Home,"Hulimavu, Bangalore",11,15
1081,15 Bases Hospital,"Hayathnagar, Hyderabad",1,15
1082,Balaji Nursing Home,"Thiruvanmiyur, Chennai",12,15
1083,Sadguru Hospital,"Goregaon West, Mumbai",1,15
1084,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1,15
1085,Shastri Nursing Home,"Santacruz East, Mumbai",2,15
1086,Mamta Nursing Home,"Wilson Garden, Bangalore",14,15
1087,Dr. Mohan's Diabetic Specialities Centre,"OMR Road, Chennai",4,15
1088,Dr. Mohan's  Diabetes Specialities Centre,"Porur, Chennai",2,15
1089,Amrut Nursing Home,"Ghatkopar West, Mumbai",1,15
1090,Rathna Nursing Home,"Triplicane, Chennai",1,15
1091,Le Nest Hospital,"Malad West, Mumbai",1,15
1092,K H Nursing Home,"Chromepet, Chennai",1,15
1093,Lokhande's Multispecialty Hospital,"Kalyan Nagar, Bangalore",2,15
1094,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",2,15
1095,Atharva Hospital,"Kandivali East, Mumbai",1,15
1096,Patni Hospital,"Goregaon, Mumbai",1,15
1097,SMS ENT And Surgical Hospital,"Himayat Nagar, Hyderabad",11,15
1098,Vivekananda Hospital,"Bannerghatta Road, Bangalore",2,15
1099,Anugraha Nursing Home,"Malleswaram, Bangalore",1,15
1100,AyurVAID Hospitals (Ayurveda),"Ramamurthy Nagar, Bangalore",17,15
1101,Advanced Endocrine & Diabetes Hospital & Research Center,"KPHB, Hyderabad",2,15
1102,Shilpa Nursing Home,"Miyapur, Hyderabad",1,15
1103,Manas Eye Hospital,"Moti Nagar, Hyderabad",1,15
1104,K.G Hospital,"West Marredpally, Hyderabad",1,15
1105,Mallige Hospital,"Peenya, Bangalore",8,15
1106,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",3,15
1107,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1,15
1108,Shri Vijayalakshmi Hospital & Trauma Centre,"Hennur, Bangalore",2,15
1109,Azam Hospital,"Old City, Hyderabad",12,15
1110,Surya Hospital,"Andheri, Mumbai",2,15
1111,Mangalmurti Hospital,"Bhayandar East, Mumbai",2,15
1112,Bansal Hospital,"New Friends Colony, Delhi",2,15
1113,Shree Pandav Multispeciality Hospital,"Amroli, Surat",1,15
1114,Health Point Hospital,"Thakurganj, Lucknow",1,15
1115,R G Stone Urology & Laparoscopy Hospital,"Rajouri Garden, Delhi",2,15
1116,Spurthy Hospital,"BTM Layout, Bangalore",2,15
1117,Jwala Hospital,"Indira Nagar, Lucknow",2,15
1118,Adarsh Hospital and welfare center,"Ashiyana, Lucknow",1,15
1119,Chandar Leela Hospital,"Uttam Nagar, Delhi",2,15
1120,Apollo Cradle,"Koramangala 6 Block, Bangalore",1,15
1121,Behl Hospital ,"Naraina Vihar, Delhi",19,15
1122,Savani Surgical Hospital,"Varachha Road, Surat",1,15
1123,Nihar Hospital,"Adajan Dn, Surat",1,15
1124,Eva Hospital,"Adajan Dn, Surat",1,15
1125,Viola Hospital ,"Okhla, Delhi",47,15
1126,Aarushi Orthopaedic Hospital,"Amroli, Surat",1,15
1127,Akshar Multispeciality Hospital,"Vastral, Ahmedabad",1,15
1128,Cure Hospital ,"RT Nagar, Bangalore",1,15
1129,Olive Hospital,"Adajan Dn, Surat",2,15
1130,Abhidhara Hospital,"Amroli, Surat",1,15
1131,Sai Medical Hospital And Maternity Home,"L.P. Savani, Surat",1,15
1132,Maatre Hospital,"L.P. Savani, Surat",1,15
1133,Welcare Hospital,"Palanpur Nd, Surat",1,15
1134,Shreeji Clinic & Nursing Home,"Sachin, Surat",1,15
1135,HCG SMH Curie Cancer Centre,"Karkardooma, Delhi",2,15
1136,Matruvarsha Hospital,"Mandvi SR, Surat",1,15
1137,Aamanya Hospital,"Adajan Dn, Surat",1,15
1138,Nandanvan Surgical Hospital,"Varachha Road, Surat",1,15
1139,Nova IVI Fertility,"Navrangpura, Ahmedabad",1,15
1140,Marve Nursing Home,"Malad West, Mumbai",2,15
1141,Sangita Maternity Surgical & Diagnostic Centre,"Andheri West, Mumbai",1,15
1142,Unique Hospital,"Andheri West, Mumbai",6,15
1143,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",3,15
1144,Add Life Hospitals,"Kukatpally, Hyderabad",1,15
1145,Ruby Hospital - A Venture of Arogyam Hospital,"Bhandup West, Mumbai",1,15
1146,Atullok Hospital,"Vikhroli East, Mumbai",8,15
1147,Sanjeevanee Hospital,"Dadar East, Mumbai",5,15
1148,N.S.Hospital,"Tambaram, Chennai",31,15
1149,Hitankshi Nursing Home,"Mira Road, Mumbai",2,15
1150,N D R Hospital,"Yelahanka, Bangalore",10,15
1151,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",2,15
1152,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",1,15
1153,Benzer Nursing Home,"Andheri West, Mumbai",19,15
1154,Christudas Hospital,"Tambaram East, Chennai",5,15
1155,Jawahar Hospital,"Tambaram, Chennai",16,15
1156,Aravind Hospital,"Hayathnagar, Hyderabad",7,15
1157,Niyar Nursing Home,"Chandrayangutta, Hyderabad",5,15
1158, Nagher Samaj Hospital,"Ghatkopar West, Mumbai",5,15
1159,Hiba Hospital,"Triplicane, Chennai",2,15
1160,Sona Hospital And Medical Centre,"Santacruz East, Mumbai",7,15
1161,Suraj Hospital,"Perumbakkam, Chennai",4,15
1162,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",1,15
1163,Allwin Hospital,"Khairatabad, Hyderabad",2,15
1164,Chanchalguda Hospital,"Chanchalguda, Hyderabad",1,15
1165,Anand Hospital,"Mira Road, Mumbai",9,15
1166,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",1,15
1167,Janhvi Nursing Home Pvt Ltd.,"Malad West, Mumbai",2,15
1168,DNA Multispeciality Hospital ,"Kandivali East, Mumbai",9,15
1169,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",2,15
1170,Padmini Nursing Home,"Chetpet, Chennai",30,15
1171,Arogyam Hospital,"Kanjurmarg, Mumbai",2,15
1172,Alnoor Maternity Hospital,"Erragadda, Hyderabad",2,15
1173,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1,15
1174,Masrani Hospital For Women,"Andheri, Mumbai",10,15
1175,Ramya Nursing Home,"Old Bowenpally, Hyderabad",1,15
1176,Bhagyalatha Hospital - Eye Unit,"Vanasthalipuram, Hyderabad",6,15
1177,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",2,15
1178,Nimra Hospital,"Falaknuma, Hyderabad",2,15
1179,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",48,15
1180,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",4,15
1181,MGA Hospital,"Marathahalli, Bangalore",1,15
1182,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",1,15
1183,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",5,15
1184,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2,15
1185,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1,15
1186,Shreeji Hospital,"Ghatkopar West, Mumbai",7,15
1187,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",9,15
1188,Manisha's Sparshad Nursing Home,"Bhandup, Mumbai",1,15
1189,Pushpaa Hospital,"Andheri West, Mumbai",2,15
1190,Prime Hospital - Malad West,"Marve, Mumbai",2,15
1191,Sri Sai Balaji Hospital,"Nagole, Hyderabad",8,15
1192,Venus Mother & Child Hospital,"Lal Bazaar, Hyderabad",11,15
1193,Dr. Farid's Hospital,"Mira Road, Mumbai",4,15
1194,Surana Hospital,"Bhayandar, Mumbai",7,15
1195,Hegde Hospital ,"Chembur, Mumbai",9,14
1196,Khushi Hospital,"Godadara, Surat",1,14
1197,Jogeshwari Hospital,"Jogeshwari West, Mumbai",17,14
1198,Prakash Nursing Home,"Nalasopara West, Mumbai",4,14
1199,Cutis Hospital,"Ghatlodia, Ahmedabad",3,14
1200,Matushree Hospital,"Kandivali West, Mumbai",1,14
1201,Rajendra Nagar Hospital,"Rajendranagar, Lucknow",1,13
1202,Swastik Medical Center,"Anand Vihar, Delhi",10,13
1203,Ayush Hospital,"Kandivali, Mumbai",1,13
1204,Cloudnine Hospital,"Whitefield, Bangalore",22,13
1205,Al-Hasan Children Hospital,"Nalasopara West, Mumbai",7,13
1206,Dr Chaudhry's Moral Hospital Pvt.Ltd,"Yamuna Vihar, Delhi",1,12
1207,Aashara Hospital,"Anna Nagar West, Chennai",28,12
1208,Salunke Hospital,"Wadgaon Sheri, Pune",7,12
1209,Womens Hospital,"Andheri West, Mumbai",1,12
1210,C.M.Diabetes Centre- Karthik Hospital,"Wilson Garden, Bangalore",7,12
1211,Curewell Hospital,"Lakdikapul, Hyderabad",1,12
1212,The Childrens Hospital Mumbai,"Malad West, Mumbai",13,12
1213,Ashok Hospital,"Dahisar East, Mumbai",6,12
1214,Sahara Nursing Home,"Govandi, Mumbai",2,12
1215,Orbit Hospital,"Mulund East, Mumbai",1,12
1216,Dhanvantari Hospital,"Andheri West, Mumbai",12,12
1217,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",2,12
1218,ISIS Hospital,"Kailash Colony, Delhi",1,12
1219,Swetha Hospital,"Khairatabad, Hyderabad",2,12
1220,Govandi Nursing Home,"Govandi, Mumbai",1,12
1221,Aasha  Fertility Centre,"Borivali West, Mumbai",9,12
1222,Chennai Krishna Hospital,"Chromepet, Chennai",3,11
1223,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",1,11
1224,Shobhana Hospital,"Bhayandar East, Mumbai",1,11
1225,Tandon Hospital,"Chembur East, Mumbai",4,11
1226,Shruti Nursing Home,"Bandra, Mumbai",1,11
1227,Sneha Hospital,"Bhayandar East, Mumbai",2,11
1228,Vasan Eye Care Hospital,"RT Nagar, Bangalore",8,11
1229,Manipal Ankur,"JP Nagar 1 Phase, Bangalore",12,11
1230,Geetha Maternity And Surgical Centre,"Rajarajeshwarinagar, Bangalore",6,11
1231,Eshwar Hospital,"Mahalakshmi Layout, Bangalore",23,11
1232,Nethra Eye Institute(A Unit OfS owrya Hospitals),"Ameerpet, Hyderabad",2,10
1233,Aashna Nursing Home,"Andheri, Mumbai",2,10
1234,Pavan Sai Hospital,"LB Nagar, Hyderabad",2,10
1235,Bhaskara Hospital,"SR Nagar, Hyderabad",4,10
1236,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",2,10
1237,Paschimi Hospital,"Paschim Vihar, Delhi",3,10
1238,Eye7 Chaudhary Eye Centre,"Lajpat Nagar, Delhi",11,10
1239,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",2,10
1240,Dr Solanki Eye Hospital,"Malleswaram, Bangalore",8,10
1241,Rushabh Hospital,"Chembur, Mumbai",8,10
1242,Mahajan Hospital,"Adarsh Nagar, Delhi",1,10
1243,Shruti Hospital,"Old City, Hyderabad",1,10
1244,Apex Hospital,"Govandi, Mumbai",2,10
1245,K K HOSPITAL,"Peeragarhi, Delhi",1,10
1246,The Specialists Clinic And Hospital,"KK Nagar, Chennai",1,10
1247,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",2,10
1248,Win Vision Eye Hospitals,"Begumpet, Hyderabad",1,10
1249,Max Smart Super Speciality Hospital,"Saket, Delhi",1,10
1250,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",1,10
1251,Jyothi Siddha & Ayurveda Hospital,"Tambaram, Chennai",2,10
1252,Shree Ayurvedic Multispeciality Hospital,"T Nagar, Chennai",6,10
1253,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",1,10
1254,Ahmedabad Piles Fistula Hospital,"Paldi, Ahmedabad",1,10
1255,Vasan Eye Care Hospital,"Alwarpet, Chennai",3,10
1256,Dr. Lal Hospital,"Badarpur, Delhi",13,10
1257,Vasan Eye Care Hospital,"Saidapet, Chennai",5,10
1258,Antop Hill Hospital,"Antop Hill, Mumbai",2,10
1259,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1,10
