,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
752,NIXI ICU & Accident Hospital,"Handewadi, Pune",1.0,25.0
753,Radius Joint Surgery Hospital,"Gomtinagar, Lucknow",1.0,25.0
754,Ojas Eye Hospital,"Bandra West, Mumbai",4.0,25.0
755,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1.0,25.0
756,Shree Hospital,"Nagar Road, Pune",7.0,25.0
757,Chaitanya Hospital,"Parvati Gaon, Pune",1.0,25.0
758,Lotus Hospital,"Rajarhat, Kolkata",13.0,25.0
759,Nagamani Hospital,"Washermenpet, Chennai",5.0,25.0
760,Sawan Neelu Angels Nursing Home,"Saket, Delhi",9.0,25.0
761,Mohit Hospital,"Borivali East, Mumbai",1.0,25.0
762,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",2.0,25.0
763,Sudha Nursing Home,"Safilguda, Hyderabad",4.0,25.0
764,Milann - The Fertility Center,"JP Nagar 1 Phase, Bangalore",15.0,25.0
765,Nalamm Hospital PVT. Limited,"MKB Nagar, Chennai",2.0,25.0
766,Rainbow Children's Hospital,"Madhapur, Hyderabad",4.0,25.0
767,Shyam Hospital,"Delhi, Delhi",1.0,25.0
768,Mahavir Medical Research Centre,"Khar West, Mumbai",2.0,25.0
769,Pritam Children's Hospital,"Bhosari, Pune",1.0,25.0
770,Ayanavaram Hospital,"Ayanavaram, Chennai",3.0,25.0
771,Tilaknagar Hospital,"Amberpet, Hyderabad",4.0,25.0
772,Vijayam Hospital and Fertility Centre,"Keelkattalai, Chennai",1.0,25.0
773,Belle Vue's Cambridge Hospital,"Ulsoor, Bangalore",2.0,25.0
774,Central Hospital,"Ganesh Nagar, Delhi",3.0,25.0
775,Pataskar Hospital,"Bhosari, Pune",2.0,25.0
776,Adarsh Hospital,"Jankipuram Extension, Lucknow",3.0,25.0
777,Sankara Eye Hospital,"Kundalahalli, Bangalore",20.0,25.0
778,Madhu Hospital,"Bhandup West, Mumbai",9.0,25.0
779,Kukreja Hospital,"Mayur Vihar Ph-I, Delhi",9.0,25.0
780,Modi Hospital ,"Mulund, Mumbai",11.0,25.0
781,Varalakshmi Hospital,"BTM Layout, Bangalore",7.0,25.0
782,NuCare Hospital,"Baner, Pune",1.0,25.0
783,Manipal Fertility,"Rajajinagar, Bangalore",3.0,25.0
784,Devishiv Hospital,"Mahanagar, Lucknow",2.0,25.0
785,Wellspring Mother & Child Hospital,"Sadashivanagar, Bangalore",5.0,25.0
786,Koshys Hospital,"Ramamurthy Nagar, Bangalore",21.0,25.0
787,Ozone Hospital,"Sangavi, Pune",2.0,25.0
788,Navjeevan Hospital - Pitampura,"Pitampura, Delhi",2.0,25.0
789,Noble Hospital,"Purasawakkam, Chennai",29.0,25.0
790,Orbit Eye Hospital,"Jogeshwari, Mumbai",4.0,25.0
791,Bhavsar Nursing Home & ICCU,"Bhandup West, Mumbai",3.0,25.0
792,B. W. Lions Super Speciality Eye Hospital,"Kalasipalayam, Bangalore",3.0,25.0
793,Parimala Health Care Services,"Bannerghatta Road, Bangalore",4.0,25.0
794,Om Mother N Child Hospital,"Murlipura, Jaipur",2.0,25.0
795,Gouri Hospital,"Kamla Nagar, Delhi",10.0,25.0
796,Parvathi Nursing Home,"KK Nagar, Chennai",6.0,25.0
797,Hitech Unity Hospital,"Bapujinagar, Bangalore",1.0,25.0
798,Life Care Hospital,"Pudupet, Chennai",1.0,25.0
799,Fortis C-DOC Hospital,"Nehru Place, Delhi",26.0,25.0
800,Goyal General Hospital,"Sodala, Jaipur",2.0,25.0
801,Apex Hospital,"Naraina Vihar, Delhi",12.0,25.0
802,Avm Medical ENT Research Foundation Hospital,"Mylapore, Chennai",2.0,25.0
803,Supra South City Hospital,"JP Nagar 7 Phase, Bangalore",1.0,25.0
804,Sai Hospital,"Antop Hill, Mumbai",1.0,25.0
805,Doctors Hospital,"Chaitanyapuri, Hyderabad",1.0,25.0
806,CM Patel Hospital,"Shahdara, Delhi",2.0,25.0
807,The Birthplace Hospital,"Banjara Hills, Hyderabad",12.0,25.0
808,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1.0,25.0
809,Ashadeep Hospital,"Vijay Nagar, Indore",1.0,25.0
810,NM Fertility Centre and Hospital,"Madhavaram, Chennai",6.0,25.0
811,Belle Vue Nursing Home,"Andheri West, Mumbai",2.0,25.0
812,Apurva Hospital,"Delhi, Delhi",1.0,25.0
813,Bhagwan Mahavir hospital,"Delhi, Delhi",1.0,25.0
814,Helios Hospitals,"Velachery, Chennai",10.0,25.0
815,Manipal Ankur,"Kalyan Nagar, Bangalore",4.0,25.0
816,Springdales Hospital,"Rohini, Delhi",1.0,25.0
817,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",2.0,25.0
818,Sai Hospital-Thane,"Mulund, Mumbai",17.0,25.0
819,Zynova Heart Hospital,"Ghatkopar West, Mumbai",1.0,25.0
820,Divakars Speciality Hospital,"JP Nagar 2 Phase, Bangalore",7.0,25.0
821,Hera Hospital,"Virugambakkam, Chennai",6.0,25.0
822,Vanaja Hospital,"AS Rao Nagar, Hyderabad",12.0,25.0
823,Apollo Spectra Hospitals,"Karol Bagh, Delhi",2.0,25.0
824,"CHIRAG HOSPITAL, Bangalore","JP Nagar 2 Phase, Bangalore",1.0,25.0
825,Aastha Hospital,"Chinchwad, Pune",3.0,25.0
826,Dr. Agarwal's Eye Hospital,"JP Nagar 3 Phase, Bangalore",6.0,25.0
827,Springleaf Healthcare,"Electronics City, Bangalore",6.0,25.0
828,Patel Hospital,"Laxmi Nagar, Delhi",1.0,25.0
829,Hedge Fertility Hospital,"Moosarambagh, Hyderabad",2.0,25.0
830,Niranjana Hospital and Well Women Centre,"Villivakkam, Chennai",4.0,25.0
831,Pankajam Memorial Hospital,"Nanganallur, Chennai",4.0,25.0
832,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",1.0,25.0
833,SAS Hospital,"Bhandup West, Mumbai",1.0,25.0
834,Vijaya Hospital,"Dasarahalli, Bangalore",6.0,25.0
835,GIA Hospital,"Vijayanagar, Bangalore",15.0,25.0
836,Sukhda Hospital,"Greater Kailash Part 1, Delhi",8.0,25.0
837,Shetiya Hospital And Komal Nursing Home,"Vishrantwadi, Pune",6.0,25.0
838,Ambaa Hospitals,"Langer House, Hyderabad",1.0,25.0
839,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1.0,25.0
840,Royal Eye Care Hospital,"Adarsh Nagar, Jaipur",1.0,25.0
841,Kadimi Nursing Home,"Chanda Nagar, Hyderabad",6.0,25.0
842,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",1.0,25.0
843,Jayashree Nursing Home,"Kumara Park West, Bangalore",26.0,25.0
844,Shekhar Hospital,"Jayanagar, Bangalore",12.0,24.0
845,Kedarnath General Hospital,"Vishrantwadi, Pune",19.0,24.0
846,Subbiah Hospital,"Mathikere - BEL, Bangalore",1.0,24.0
847,Vatsalya Hospital,"Parvat, Surat",2.0,24.0
848,Apollo Spectra Hospital,"Alwarpet, Chennai",52.0,24.0
849,Dr. Karne Accident And Orthopedic Hospital,"Swargate, Pune",2.0,23.0
850,Globus Hospital,"Nalasopara East, Mumbai",1.0,23.0
851,Gupta Hospital,"Old City, Hyderabad",2.0,22.0
852,Bangaluru Neuro Centre,"Malleswaram, Bangalore",9.0,22.0
853,Ramakrishna Nursing Home,"Malleswaram, Bangalore",1.0,22.0
854,Triton Hospital,"Nehru Place, Delhi",6.0,22.0
855,Apollo Hospital - Sowcarpet,"Sowcarpet, Chennai",13.0,22.0
856,Dr. Mhaske Hospital & Research Center Pvt. Ltd.,"Hadapsar, Pune",2.0,22.0
857,Punarjani Ayurveda Multi-Speciality Hospital,"Sarjapur Road, Bangalore",8.0,22.0
858,Nirmals' Eye Hospital,"Tambaram West, Chennai",2.0,21.0
859,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1.0,21.0
860,Kokan Hospital,"Jogeshwari East, Mumbai",4.0,21.0
861,Narayana Nethralaya,"Bannerghatta Road, Bangalore",2.0,21.0
862, Vivek Children Hospital,"L.P. Savani, Surat",1.0,21.0
863,Sri Gopal Hospital,"Katargam, Surat",1.0,21.0
864,Apollo Spectra Hospital,"Kothaguda, Hyderabad",5.0,21.0
865,Vikas Nursing Home,"Govandi, Mumbai",1.0,21.0
866,Shree Krishna Hospital,"Borivali East, Mumbai",9.0,21.0
867,Unik Care Hospital,"Mallepally, Hyderabad",48.0,20.0
868,ARK Hospital,"Andheri West, Mumbai",9.0,20.0
869,Mohammedi Memorial Hospital,"Attapur, Hyderabad",2.0,20.0
870,Oshodhara Mother and Child Hospital Pvt Ltd,"Kankarbagh, Patna",1.0,20.0
871,Max Hospital,"Godadara, Surat",1.0,20.0
872,Retreat Hospital,"Malakpet, Hyderabad",43.0,20.0
873,Maru Hospital,"Parel, Mumbai",33.0,20.0
874,Atlantis Hospital,"Malad West, Mumbai",2.0,20.0
875,Mother Hospital & Maternity Home,"Mota Varachha, Surat",2.0,20.0
876,SVK Hospital,"Jeedimetla, Hyderabad",1.0,20.0
877,Avadh Eye Hospital,"Kankarbagh, Patna",1.0,20.0
878,Shree Hospital,"Mulund, Mumbai",2.0,20.0
879,Dr Agashe's Maternity And Surgical Nursing Home,"Kurla West, Mumbai",2.0,20.0
880,Prakash Jyot Hospital & I.C.C.U,"Govandi, Mumbai",3.0,20.0
881,Mahavir Nursing Home,"Govandi, Mumbai",1.0,20.0
882,Rishab Eye Centre,"Sainikpuri, Hyderabad",1.0,20.0
883,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",2.0,20.0
884,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",2.0,20.0
885,Metro Hospital,"Nizampet, Hyderabad",1.0,20.0
886,Shadow Hospitals,"Hayathnagar, Hyderabad",3.0,20.0
887,Lion Kartar Singh Hospital,"Andheri West, Mumbai",2.0,20.0
888,Sai Ganga Hospital,"Bhayandar East, Mumbai",1.0,20.0
889,Dr. N M Saboo Memorial Hospital & Research Hospital,"Murlipura, Jaipur",1.0,20.0
890,Ramlok ENT Hospital,"Bhayandar West, Mumbai",1.0,20.0
891,Arth Hospital,"Nalasopara East, Mumbai",1.0,20.0
892,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",1.0,20.0
893,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",3.0,20.0
894,Max Hospital,"Sector 19, Noida",84.0,20.0
895,City Hospital,"Jogeshwari West, Mumbai",1.0,20.0
896,Central Hospital,"Sakinaka, Mumbai",11.0,20.0
897,Vivek Nursing Home,"Ghatkopar West, Mumbai",1.0,20.0
898,Atharva Hospital & Research Center,"Sion East, Mumbai",1.0,20.0
899,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1.0,20.0
900,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",1.0,20.0
901,Dr. Vaidya Eye Hospital,"Andheri West, Mumbai",4.0,20.0
902,Dr. Dipti's physiotherapy centre,"Mira Road, Mumbai",3.0,20.0
903,Aadarsh Nursing Home,"Ghatkopar West, Mumbai",6.0,20.0
904,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",3.0,20.0
905,MEDS Hospital ,"Old City, Hyderabad",1.0,20.0
906,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",9.0,20.0
907,Vatsalya Mother & Child Care,"Bhosari, Pune",5.0,20.0
908,Khaire Hospital,"Chinchwad, Pune",1.0,20.0
909,Diamond Hospital,"Jogeshwari West, Mumbai",5.0,20.0
910,Shiv Om Hospital,"Mira Road, Mumbai",1.0,20.0
911,Legend Hospital,"Hayathnagar, Hyderabad",10.0,20.0
912,CT Nursing Home,"Dhanori, Pune",1.0,20.0
913,Tongaonkar Hospital,"Akurdi, Pune",2.0,20.0
914,Kaushal Hospital,"Pimpri, Pune",2.0,20.0
915,Endocrine and Diabetes Clinic,"Borivali West, Mumbai",3.0,20.0
916,Dr. Ratnadeep's Dental Hospital,"Nigdi, Pune",7.0,20.0
917,Prashamsa Hospital,"Alwal, Hyderabad",1.0,20.0
918,Shreeyash Multispeciality Hospital,"Sinhagad Road, Pune",3.0,20.0
919,Santura Hospital,"Greater Noida, Noida",1.0,20.0
920,Vinayak Hospital,"Warje, Pune",2.0,20.0
921,Axis Multispecialty Hospital,"Andheri West, Mumbai",19.0,20.0
922,Kataria Hospital,"Yerwada, Pune",2.0,20.0
923,Ameya Clinic,"Erandwane, Pune",2.0,20.0
924,OHF - Om Shree Swami Samarth Hospital,"Chinchwad, Pune",5.0,20.0
925,Huma Hospital,"Yakutpura, Hyderabad",1.0,20.0
926,Pavithra Hospital,"Old Bowenpally, Hyderabad",1.0,20.0
927,Sarvani Hospital,"Santosh Nagar, Hyderabad",1.0,20.0
928,Shreya Hospital,"Borabanda, Hyderabad",1.0,20.0
929,Jayaprada Hospital,"Lothkunta, Hyderabad",1.0,20.0
930,Pancholi Hospital,"Ghatkopar East, Mumbai",11.0,20.0
931,Lifeline Multi Speciality Hospital,"Gota, Ahmedabad",7.0,20.0
932,Sri Sai Ram Hospital,"Langer House, Hyderabad",1.0,20.0
933,Shreya Hospital,"Kengeri, Bangalore",3.0,20.0
934,Firm Hospitals,"Anna Nagar, Chennai",9.0,20.0
935,Shepherd Nursing Home,"Perambur, Chennai",10.0,20.0
936,Prime OBG Fertility Centre,"Thiruvanmiyur, Chennai",8.0,20.0
937,Adarsh Multi Specialty Hospital,"Kengeri, Bangalore",1.0,20.0
938,Davita Care India Pvt. Ltd,"Shantinagar, Bangalore",1.0,20.0
939,Health  Cottage  Hospital,"Ulsoor, Bangalore",1.0,20.0
940,Sri Krishna Hospital,"Bannerghatta Road, Bangalore",12.0,20.0
941,Cure n Care Hospital,"Horamavu, Bangalore",1.0,20.0
942,Davita Care India Pvt Ltd,"Chanakyapuri, Delhi",1.0,20.0
943,Birthright By Rainbow,"Bannerghatta Road, Bangalore",34.0,20.0
944,Hope Hospital,"Munnekollal, Bangalore",2.0,20.0
945,Femiint Health,"Whitefield, Bangalore",6.0,20.0
946,Tyagi hospital,"Dilshad Garden, Delhi",1.0,20.0
947,R C Hospital,"Rajarajeshwarinagar, Bangalore",1.0,20.0
948,Lake View Hospital,"HSR Layout, Bangalore",21.0,20.0
949,Punarjyoti Eye Hospital,"Wilson Garden, Bangalore",25.0,20.0
950,Icon Hospital Maternity & Multispeciality Centre,"Hebbal Kempapura, Bangalore",3.0,20.0
951,Kirti Nursing Home,"Delhi, Delhi",1.0,20.0
952,Sharma clinic & maternity home,"Laxmi Nagar, Delhi",1.0,20.0
953,Enhanced Health Care,"Indiranagar, Bangalore",4.0,20.0
954,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",1.0,20.0
955,Avis Hospitals,"Jubilee Hills, Hyderabad",11.0,20.0
956,J P Nursing Home,"Nandini Layout, Bangalore",3.0,20.0
957,Apoorva Hospital,"Mehdipatnam, Hyderabad",33.0,20.0
958,Sun Orthopaedic Hospital,"Mathikere - BEL, Bangalore",1.0,20.0
959,Karuna Hospital ,"Dilshad Garden, Delhi",8.0,20.0
960,Swaram Hospital Kelambakkam,"Kelambakkam, Chennai",2.0,20.0
961,A.K. Hospital,"Aminjikarai, Chennai",7.0,20.0
962,Shradha Multispeciality Hospital,"Narela, Delhi",47.0,20.0
963,SHUBHAM HOSPITAL,"Kalkaji, Delhi",4.0,20.0
964,Bimla Devi Hospital,"Mayur Vihar Ph-II, Delhi",1.0,20.0
965,Centre For Sexual & Mental Health,"Greater Kailash Part 2, Delhi",1.0,20.0
966,Eye7 Chaudhary Eye Centre,"Darya Ganj, Delhi",8.0,20.0
967,Aastha Hospital & IVF Centre,"Vikas Puri, Delhi",7.0,20.0
968,Sundar Eye Hospital,"Anna Nagar, Chennai",1.0,20.0
969,S.R Hospitals,"Ashok Nagar, Chennai",1.0,20.0
970,Sanchet Hospital ,"Paschim Vihar, Delhi",2.0,20.0
971,Vee Care Dental,"Kottivakkam, Chennai",1.0,20.0
972,M.N.Eye Hospital,"Tondiarpet, Chennai",1.0,20.0
973,Gambhir Hospital,"Rajouri Garden, Delhi",19.0,20.0
974,Swasthik Hospital,"Tilak Nagar, Delhi",2.0,20.0
975,Sunil Memorial,"Dwarka, Delhi",4.0,20.0
976,Kesar Hospital,"Shalimar Bagh, Delhi",2.0,20.0
977,Pavan Nursing Home,"Laxmi Nagar, Delhi",8.0,20.0
978,Mahindru Hospital,"Delhi, Delhi",3.0,20.0
979,Cherish Hospital,"Thirumullaivoyal, Chennai",4.0,20.0
980,RathiMed Speciality Hospital,"Anna Nagar, Chennai",8.0,20.0
981,Lakshya Hospital Fertility & Women's Centre,"Tambaram, Chennai",1.0,20.0
982,G R Fertility Centre,"Adambakkam, Chennai",1.0,20.0
983,Laxmi nursing Home,"Rohini, Delhi",9.0,20.0
984,Krishna Hospital,"Pitampura, Delhi",11.0,20.0
985,Hande Hospital,"Shenoy Nagar, Chennai",23.0,20.0
986,Right Hospitals,"Kilpauk, Chennai",4.0,20.0
987,N.D.R Medical Centre,"Yelahanka, Bangalore",3.0,20.0
988,DaVita Care India Pvt. Ltd.,"Banashankari 2nd Stage, Bangalore",9.0,20.0
989,A-One Hospital,"Paschim Vihar, Delhi",8.0,20.0
990,Lakshmi Hospital.,"Ganganagar, Bangalore",2.0,20.0
991,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",2.0,20.0
992,Apollo Spectra Hospitals,"Koramangala 5 Block, Bangalore",39.0,20.0
993,Soukya Hospital,"Vidyaranyapura, Bangalore",8.0,20.0
994,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",3.0,20.0
995,Family Hospital,"Mathikere - BEL, Bangalore",21.0,20.0
996,ReSCUE -  The Urology Center,"Rajajinagar, Bangalore",9.0,20.0
997,NRR Hospitals,"Jalahalli, Bangalore",25.0,20.0
998,Maxivision Eye Hospital,"Somajiguda, Hyderabad",6.0,20.0
999,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",2.0,20.0
1000,Rajashri Grandhim Speciality Hospital,"Bannerghatta Road, Bangalore",7.0,20.0
1001,Shenoy Nursing Home,"East Marredpally, Hyderabad",2.0,20.0
1002,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",4.0,20.0
1003,S K Hospital,"Nagarbhavi, Bangalore",11.0,20.0
1004,Acura Speciality Hospital,"Koramangala 5 Block, Bangalore",5.0,20.0
1005,RC Hospital ,"Rajarajeshwarinagar, Bangalore",4.0,20.0
1006,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",1.0,20.0
1007,Saikrupa Hospital For Women & Surgical Center,"Vijayanagar, Bangalore",1.0,20.0
1008,Vasan Eye Hospital,"Begumpet, Hyderabad",7.0,20.0
1009,Navodaya Nursing Home,"Amberpet, Hyderabad",3.0,20.0
1010,Leela Hospital,"Moti Nagar, Hyderabad",1.0,20.0
1011,Uma Multispeciality Hospital,"Naroda, Ahmedabad",10.0,18.0
1012,Lakshmi Nursing Home,"Mulund West, Mumbai",5.0,18.0
1013,Apex Multi Speciality Hospital ,"Sakinaka, Mumbai",2.0,18.0
1014,Shree Samarth Nursing Home,"Matunga, Mumbai",2.0,18.0
1015,Yashada Maternity & Surgical Home  ,"Goregaon East, Mumbai",3.0,18.0
1016,Hope The Nursing Home,"Grant Road, Mumbai",3.0,18.0
1017,Lotus hospital,"Govandi, Mumbai",1.0,18.0
1018,Tomar Medical Centre,"Janak Puri, Delhi",1.0,18.0
1019,Pinkle Hospital,"Haripura, Surat",1.0,18.0
1020,Bhagirathi Children's Hospital,"Karve Nagar, Pune",6.0,18.0
1021,Mannat Hospital,"Govandi, Mumbai",1.0,18.0
1022,Gnadhi Nursing Home,"Nigdi, Pune",4.0,18.0
1023,Shree Chakra Hospital,"Hosur Road, Bangalore",7.0,18.0
1024,Cloudnine Hospital,"Shivaji Nagar, Pune",20.0,18.0
1025,Madhuram Multispeciality Hospital & ICU,"Palanpur Nd, Surat",2.0,18.0
1026,Neptune Hospital ,"Malviya Nagar, Delhi",6.0,18.0
1027,Lifecare Hospital,"Kandivali East, Mumbai",2.0,18.0
1028,Chandrajyoti Children and General Hospital,"Ghatkopar West, Mumbai",2.0,18.0
1029,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",1.0,17.0
1030,V Care Hospital and ICU,"Kurla East, Mumbai",5.0,17.0
1031,Cansure Centre,"Mulund West, Mumbai",2.0,17.0
1032,Kanchi Nursing Home,"Goregaon East, Mumbai",9.0,16.0
1033,Durga Nursing Home,"Andheri East, Mumbai",2.0,16.0
1034,Foram Hospital,"Rander, Surat",2.0,16.0
1035,Shubham Hospital,"L.P. Savani, Surat",1.0,16.0
1036,Apollo Spectra Hospital,"Chembur, Mumbai",1.0,16.0
1037,"Apollo Spectra Hospital,Kailash Colony","East Of Kailash, Delhi",1.0,16.0
1038,Ashirwad Maternity & Nursing Home,"Bhandup West, Mumbai",2.0,16.0
1039,Sriji Hospital,"Adajan Dn, Surat",1.0,16.0
1040,National Institute Of Ophthalmology,"Shivaji Nagar, Pune",4.0,16.0
1041,Asha Nursing Home,"Banaswadi, Bangalore",2.0,16.0
1042,Krushna General Hospital,"Bhosari, Pune",2.0,16.0
1043,Desai's Orthopaedic Hospital,"Adajan Dn, Surat",1.0,16.0
1044,Dr. Yadav Hospital,"Nalasopara West, Mumbai",3.0,16.0
1045,Muskaan Hospital,"Shahdara, Delhi",2.0,16.0
1046,Irla Nursing Home & Polyclinic,"Vileparle West, Mumbai",4.0,16.0
1047,Adarsh Hospital,"Rohini Sector 24, Delhi",1.0,16.0
1048,Mamta Hospital,"Adajan Dn, Surat",2.0,16.0
1049,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1.0,16.0
1050,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",7.0,15.0
1051,Dr. Mohan's  Diabetes Specialities Centre,"Porur, Chennai",1.0,15.0
1052,Nihar Hospital,"Adajan Dn, Surat",1.0,15.0
1053,Dr. Mohan's Diabetic Specialities Centre,"OMR Road, Chennai",1.0,15.0
1054,Sangita Maternity Surgical & Diagnostic Centre,"Andheri West, Mumbai",11.0,15.0
1055,Savani Surgical Hospital,"Varachha Road, Surat",1.0,15.0
1056,Adiva Hospital,"Green Park, Delhi",25.0,15.0
1057,Srijan The Fertility Centre & Women Care Hospital,"Borivali West, Mumbai",1.0,15.0
1058,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",1.0,15.0
1059,Rathna Nursing Home,"Triplicane, Chennai",1.0,15.0
1060,Lifewave Hospital,"Malad East, Mumbai",11.0,15.0
1061,Prime Hospital - Malad West,"Marve, Mumbai",7.0,15.0
1062,Saraogi Hospital,"Malad West, Mumbai",3.0,15.0
1063,Atullok Hospital,"Vikhroli East, Mumbai",1.0,15.0
1064,Nova IVI Fertility,"Navrangpura, Ahmedabad",2.0,15.0
1065,Unique Hospital,"Andheri West, Mumbai",1.0,15.0
1066,Om Sai Baba Hospital,"Chembur East, Mumbai",7.0,15.0
1067,R G Stone Urology & Laparoscopy Hospital,"Rajouri Garden, Delhi",4.0,15.0
1068,Akshar Multispeciality Hospital,"Vastral, Ahmedabad",1.0,15.0
1069,Olive Hospital,"Adajan Dn, Surat",1.0,15.0
1070,Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,"Kandivali West, Mumbai",4.0,15.0
1071,Ankur Hospital,"Kandivali West, Mumbai",4.0,15.0
1072,Aarushi Orthopaedic Hospital,"Amroli, Surat",1.0,15.0
1073,Shreeji Hospital,"Ghatkopar West, Mumbai",3.0,15.0
1074,Hitankshi Nursing Home,"Mira Road, Mumbai",6.0,15.0
1075,Benzer Nursing Home,"Andheri West, Mumbai",7.0,15.0
1076,Sanjeevanee Hospital,"Dadar East, Mumbai",2.0,15.0
1077, Nagher Samaj Hospital,"Ghatkopar West, Mumbai",2.0,15.0
1078,Ruby Hospital - A Venture of Arogyam Hospital,"Bhandup West, Mumbai",6.0,15.0
1079,Sona Hospital And Medical Centre,"Santacruz East, Mumbai",17.0,15.0
1080,Anand Hospital,"Mira Road, Mumbai",2.0,15.0
1081,Janhvi Nursing Home Pvt Ltd.,"Malad West, Mumbai",6.0,15.0
1082,Masrani Hospital For Women,"Andheri, Mumbai",19.0,15.0
1083,Dr. Farid's Hospital,"Mira Road, Mumbai",1.0,15.0
1084,Surana Hospital,"Bhayandar, Mumbai",12.0,15.0
1085,DNA Multispeciality Hospital ,"Kandivali East, Mumbai",2.0,15.0
1086,Pushpaa Hospital,"Andheri West, Mumbai",2.0,15.0
1087,Manisha's Sparshad Nursing Home,"Bhandup, Mumbai",3.0,15.0
1088,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1.0,15.0
1089,Arogyam Hospital,"Kanjurmarg, Mumbai",2.0,15.0
1090,Eva Hospital,"Adajan Dn, Surat",3.0,15.0
1091,Maruti Nursing Home,"Mulund East, Mumbai",4.0,15.0
1092,Shree Pandav Multispeciality Hospital,"Amroli, Surat",1.0,15.0
1093,K H Nursing Home,"Chromepet, Chennai",5.0,15.0
1094,Vinayaka Hospital,"Hongasandra, Bangalore",3.0,15.0
1095,Marve Nursing Home,"Malad West, Mumbai",2.0,15.0
1096,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1.0,15.0
1097,Shri Vijayalakshmi Hospital & Trauma Centre,"Hennur, Bangalore",2.0,15.0
1098,Alpha Superspeciality Hospital,"Wakad, Pune",3.0,15.0
1099,Anugraha Nursing Home,"Malleswaram, Bangalore",1.0,15.0
1100,Mathru Nursing Home,"Hulimavu, Bangalore",11.0,15.0
1101,Spurthy Hospital,"BTM Layout, Bangalore",2.0,15.0
1102,Polaris Healthcare,"Wakad, Pune",10.0,15.0
1103,Dr Bhargavi Reddy Women & Children Hospital,"Indiranagar, Bangalore",9.0,15.0
1104,Dr Rudrappa First Class Eye Care Hospital,"Richmond Town, Bangalore",6.0,15.0
1105,Apollo Cradle,"Koramangala 6 Block, Bangalore",1.0,15.0
1106,Cure Hospital ,"RT Nagar, Bangalore",1.0,15.0
1107,Dugad Hospital,"Satara Road, Pune",1.0,15.0
1108,Mamta Nursing Home,"Wilson Garden, Bangalore",14.0,15.0
1109,APS Nursing Home,"Hadapsar, Pune",1.0,15.0
1110,Bharti Children & Cardio Diabetic Hospital,"Pimple Saudagar, Pune",2.0,15.0
1111,Rode Hospital,"Dighi Camp, Pune",1.0,15.0
1112,Sunil Wankhede Memorial Hospital,"Dehu Road, Pune",2.0,15.0
1113,Suyash Hospital,"Kothrud, Pune",4.0,15.0
1114,Niramay Hospital,"Wadgaon Sheri, Pune",4.0,15.0
1115,Lokhande's Multispecialty Hospital,"Kalyan Nagar, Bangalore",2.0,15.0
1116,Suraj Hospital,"Market Yard, Pune",4.0,15.0
1117,Vivekananda Hospital,"Bannerghatta Road, Bangalore",2.0,15.0
1118,AyurVAID Hospitals (Ayurveda),"Ramamurthy Nagar, Bangalore",17.0,15.0
1119,Mayur Hospital,"Chinchwad, Pune",2.0,15.0
1120,Modern Hospital,"Nana Peth, Pune",1.0,15.0
1121,MGA Hospital,"Marathahalli, Bangalore",1.0,15.0
1122,Dr. More's Children Hospital,"Pimple Gurav, Pune",2.0,15.0
1123,Todkar Hospital,"Bhavani Peth, Pune",2.0,15.0
1124,Gayathri Hospital,"Vijayanagar, Bangalore",3.0,15.0
1125,Inamdar Hospital,"NIBM, Pune",16.0,15.0
1126,Hiremath Hospital,"Chinchwad, Pune",2.0,15.0
1127,Harsh Hospital,"Market Yard, Pune",2.0,15.0
