,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
838,Ganga Hospital,"Washermenpet, Chennai",1,
839,M.N. Eye Hospital,"Tondiarpet, Chennai",1,
840,Vasan Eye Care Hospital,"Kilpauk, Chennai",6,10
841,Vasan Eye Care Hospital,"Washermenpet, Chennai",6,10
842,Villivakkam Health Centre,"Villivakkam, Chennai",6,5
843,Care Dental Hospital,"Villivakkam, Chennai",2,
844,Vaigai ENT,"Washermenpet, Chennai",6,1
845,RM Noble Hospital,"Thiruvanmiyur, Chennai",10,
846,Crescent Hospital,"Royapettah, Chennai",1,
847,An - Noor Eye Hospital,"Egmore, Chennai",1,
848,Aalayaa Hospital,"Vadapalani, Chennai",6,2
849,Madha Clinic,"Triplicane, Chennai",6,75
850,Amma Hospital,"Nungambakkam, Chennai",6,30
851,An - Noor Eye Hospital,"Periyamet, Chennai",6,5
852,Dr. Arumugam @ BR Hospitals,"KK Nagar, Chennai",1,
853,Vasantha Hospital,"Washermenpet, Chennai",6,30
854,Hande Hospital,"Shenoy Nagar, Chennai",1,
855,SKS Veterinary Hospital,"Abhiramapuram, Chennai",6,2
856,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",6,10
857,Robin Hospital,"Anna Nagar, Chennai",1,
858,Saraswati Hospital,"Thiruvottiyur, Chennai",6,7
859,HCG Hospital,"Mylapore, Chennai",6,50
860,Sri Bala Nursing Home,"Perambur, Chennai",4,
861,J.K.Hospital,"Porur, Chennai",3,
862,S.S.Eye Hospital.,"Mannady, Chennai",6,10
863,V Care Hospital,"Pallikaranai, Chennai",6,10
864,Dr. Rai Memorial Medical Centre,"Teynampet, Chennai",1,
865,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",6,5
866,Womens Center,"T Nagar, Chennai",1,
867,Dhanwanthralaya Ayurveda Speciality Hospital,"Tambaram West, Chennai",1,
868,Vee Care Dental,"Kottivakkam, Chennai",6,20
869,S.R Hospitals,"Ashok Nagar, Chennai",6,20
870,Krishnakripa Ayurvedic Speciality Hospital,"Porur, Chennai",2,
871,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",6,50
872,Dr. Kapil Mathur's Vascular Surgery Centre,"Perungudi, Chennai",1,
873,Roots Dental Hospital,"Avadi, Chennai",4,
874,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",6,10
875,Sundar Eye Hospital,"Anna Nagar, Chennai",6,20
876,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",6,10
877,Koncept Hospitals,"Kodambakkam, Chennai",6,5
878,Dr. Mohan‰Ûªs Diabetes Specialities Centre,"Avadi, Chennai",1,
879,Mohans Diabetes Hospital,"Anna Nagar, Chennai",5,
880,MU. VA Hospital,"Shenoy Nagar, Chennai",1,
881,INSRI SIDDHA HOSPITAL,"Madipakkam, Chennai",1,
882,Hande Hospital,"Shenoy Nagar, Chennai",1,
883,Bethesda Hospital,"Tambaram, Chennai",1,
884,M.V. Centre For Diabetes,"Velachery, Chennai",5,2
885,Vijaya Hospital & Heart Foundation,"Arcot Road, Chennai",1,
886,White Care Dental Hospital,"Adambakkam, Chennai",1,
887,Rajan Eye Care Hospital,"Adyar, Chennai",5,2
888,Ayush Hospital,"Thiruvottiyur, Chennai",1,
889,Lalitha Nursing Home,"Alwarthirunagar, Chennai",5,4
890,Sakthi Hospital,"Royapuram, Chennai",5,5
891,Padhuvai Hospital,"Madipakkam, Chennai",5,10
892,Tamil Nadu Government Multi Super Speciality Hospital,"Mount Road, Chennai",1,
893,New Hope Hospital,"Kilpauk, Chennai",1,
894,Centre For Liver Disease and Transplantation,"Greams Road, Chennai",1,
895,Ramani Hospital,"Ashok Nagar, Chennai",5,7
896,Dental Life Hospital - Velachery,"Velachery, Chennai",1,
897,Sindhu Mission Hospital,"Tambaram, Chennai",95,
898,Chamiers Day Care,"Nandanam, Chennai",264,
899,P.K.Child Care Hospital,"Porur, Chennai",5,3
900,Kalpana Hospital,"Velachery, Chennai",5,1
901,Nila Hospital,"Ambattur, Chennai",19,
902,Swaram Hospital,"Thiruvanmiyur, Chennai",120,
903,Gremaltes Hospital,"Aminjikarai, Chennai",260,
904,Rehoboth hospital,"Pattabiram, Chennai",97,
905,Be Well Hospitals Pvt. Ltd.,"Kilpauk, Chennai",26,
906,AVS Hospital,"Pallikaranai, Chennai",5,6
907,Vadapalani Hospital,"Vadapalani, Chennai",5,5
908,Choolai 24hrs Hospital,"Choolai, Chennai",5,35
909,Sri Esodha Children's hospital,"Ayanavaram, Chennai",5,15
910,MN Eye hospital,"Kilpauk, Chennai",14,
911,"Visa Hospital, OMR","OMR Road, Chennai",7,
912,Sri Sai K R S Hospital,"Ashok Nagar, Chennai",5,10
913,Rishik Ortho Speciality Hospital,"Tambaram, Chennai",66,
914,Aishwariya Hospital,"Kolathur, Chennai",21,
915,Max Multi Speciality Centre - Panchsheel Park,"Panchsheel Park, Delhi",5,10
916,Sir Ganga Ram Hospital,"Old Rajendra Nagar, Delhi",5,654
917,Fortis Hospital,"Vasant Kunj, Delhi",5,200
918,Adiva Hospital,"Green Park, Delhi",5,15
919,Malik Radix Health Care,"Nirman Vihar, Delhi",5,50
920,Blk Super Speciality Hospital,"Pusa Road, Delhi",5,650
921,Max Super Speciality Hospital,"Saket, Delhi",5,250
922,Max Smart Super Speciality Hospital,"Saket, Delhi",5,500
923,Fortis C-DOC Hospital,"Nehru Place, Delhi",5,25
924,Vimhans PrimaMed Super Speciality Hospital,"Nehru Nagar, Delhi",5,90
925,St Stephens Hospital,"Tis Hazari, Delhi",5,600
926,Fortis Hospital,"Shalimar Bagh, Delhi",5,282
927,Max Hospital,"Pitampura, Delhi",5,120
928,Dr. Shroff's Charity Eye Hospital,"Darya Ganj, Delhi",5,56
929,Aastha Hospital & IVF Centre,"Vikas Puri, Delhi",5,20
930,Dr. Leena N Sreedhar Consultation Chamber,"Moti Nagar, Delhi",5,60
931,Mata Chanan Devi Hospital,"Janak Puri, Delhi",5,210
932,Shroff Eye Centre - Kailash Colony,"Kailash Colony, Delhi",89,
933,Jeewan Mala Hospital,"Karol Bagh, Delhi",5,75
934,Irene Hospital,"Kalkaji, Delhi",5,55
935,Sant Parmanand Hospital,"Civil Lines, Delhi",5,153
936,Dharamshila Hospital,"Vasundhra Enclave, Delhi",5,250
937,Saroj Hospital,"Rohini, Delhi",10,
938,Aarogya Hospital,"Chitra Vihar, Delhi",5,30
939,Shanti Mukand Hospital,"Vikas Nagar, Delhi",5,70
940,Jaipur Golden Hospital,"Rohini, Delhi",5,250
941,Delhi ENT Multispeciality Hospital And Resarch Centre,"Jasola, Delhi",4,
942,CM Patel Hospital,"Shahdara, Delhi",5,25
943,Cygnus Orthocare Hospital,"Safdarjung Development Area, Delhi",5,80
944,Orchid Hospital & Heart Centre,"Janak Puri, Delhi",5,50
945,Balhara's Le Cure Hospital,"Neb Sarai, Delhi",1,
946,Sitaram Bhartia Institute Of Science & Research,"Qutab Institutional Area, Delhi",5,70
947,Neptune Hospital ,"Malviya Nagar, Delhi",5,18
948,Aakash Hospital,"Malviya Nagar, Delhi",5,50
949,Apex Hospital,"Naraina Vihar, Delhi",5,25
950,Moolchand Hospital,"Lajpat Nagar, Delhi",5,50
951,Tirath Ram Shah Hospital,"Civil Lines, Delhi",5,200
952,Lok Clinic And Hospital,"Janak Puri, Delhi",10,
953,Metro Hospital and Cancer Institute,"Preet Vihar, Delhi",5,155
954,Rockland Hospital,"Dwarka, Delhi",5,100
955,Gouri Hospital,"Kamla Nagar, Delhi",5,25
956,Sanjeevan Hospital,"Darya Ganj, Delhi",5,100
957,Pentamed Hospital,"Model Town, Delhi",5,30
958,Westend Hospital ,"Tilak Nagar, Delhi",30,
959,Orthopaedic Excellence Group Available at Fortis Hospital,"Vasant Kunj, Delhi",5,150
960,Max Superspeciality Hospital,"Shalimar Bagh, Delhi",5,300
961,Bhatia Global Hospital & Endosurgery Institute,"Paschim Vihar, Delhi",5,50
962,Orthoplus Hospital,"Najafgarh, Delhi",9,
963,Olmec Plastic Surgery & Hair Transplant Hospital,"Pitampura, Delhi",5,7
964,Metro Hospitals & Heart Institute,"Lajpat Nagar, Delhi",5,50
965,Mohinder Hospital,"Green Park, Delhi",11,
966,Amar Leela Hospital Pvt. Ltd,"Janak Puri, Delhi",4,43
967,Centre For Sexual & Mental Health,"Greater Kailash Part 2, Delhi",4,20
968,Indraprastha Apollo Hospitals,"Sarita Vihar, Delhi",4,100
969,NKS Super Speciality Hospital,"Gulabi Bagh, Delhi",4,102
970,Bali Nursing Home,"Karol Bagh, Delhi",1,
971,Panchsheel Hospital,"Yamuna Vihar, Delhi",4,50
972,Durga Hospital Pvt. Ltd,"Mukherjee Nagar, Delhi",44,
973,Apex Citi Hospital ,"IP Extension, Delhi",22,
974,Bhagat Hospital,"Janak Puri, Delhi",4,35
975,Makkar Medical Centre,"Nirman Vihar, Delhi",4,10
976,Goyal Hospital & Urology Centre,"Krishna Nagar, Delhi",4,80
977,Jeevan Anmol Hospital,"Mayur Vihar Ph-I, Delhi",4,100
978,K. R. Hospital,"Chattarpur, Delhi",34,
979,Adiva Super-Speciality Care,"Green Park, Delhi",4,50
980,Jeevan Jyoti Hospital - Uttam Nagar,"Uttam Nagar, Delhi",52,
981,K.K.Hospital,"Peeragarhi, Delhi",1,
982,Seva Dham Plus Hospital,"Hazrat Nizamuddin, Delhi",45,
983,Sankhwar Hospital,"Kondli, Delhi",4,100
984,Sir Ganga Ram Kolmet Hospital,"Old Rajendra Nagar, Delhi",4,40
985,Gupta Mulitispeciality Hospital,"Vivek Vihar, Delhi",4,50
986,Daya Memorial Hospital,"Munirka, Delhi",13,
987,Arcus Superspeciality Medicentre,"Dwarka, Delhi",3,
988,Surya Hospital - Krishna Nagar,"Krishna Nagar, Delhi",4,50
989,Sunder Lal Jain Hospital,"Ashok Vihar, Delhi",4,10
990,Max Super Speciality Hospital,"Patparganj, Delhi",4,50
991,Vardaan Hospital,"Malviya Nagar, Delhi",7,
992,Centre for Sight - Safdarjung Enclave,"Safdarjung Enclave, Delhi",10,
993,RLKC Hospital & Metro Heart Institute,"Pandav Nagar, Delhi",4,102
994,R G Stone Urology & Laparoscopy Hospital,"Rajouri Garden, Delhi",4,15
995,Mohan eye institute,"Karol Bagh, Delhi",15,
996,Vinayak Hospital,"Model Town, Delhi",4,
997,Lotus Hospital ,"Hari Nagar, Delhi",6,
998,Fortis Escorts,"Okhla, Delhi",4,310
999,Bimla Devi Hospital,"Mayur Vihar Ph-II, Delhi",4,20
1000,Fortis La Femme,"Greater Kailash Part 2, Delhi",4,38
1001,Venkateshwar Hospital,"Dwarka, Delhi",4,325
1002,Mata Roop Rani Maggo Hospital,"Uttam Nagar, Delhi",4,40
1003,Bharti Eye Foundation,"Patel Nagar, Delhi",26,
1004,Brahm Shakti Hospital & Research Centre,"Rohini, Delhi",4,100
1005,Ashoka Nursing Home & Multispeciality Hospital,"Krishna Nagar, Delhi",4,100
1006,Bensups Hospital,"Dwarka, Delhi",2,
1007,Artemis Hospitals,"Dwarka, Delhi",4,50
1008,Indraprastha Apollo Hospital,"Jasola, Delhi",4,10
1009,Bharti Eye Hospital,"Greater Kailash Part 1, Delhi",4,10
1010,Psycare,"Jasola, Delhi",4,30
1011,Shyam Hospital,"Delhi, Delhi",4,25
1012,Sushma Jindal Hospital,"Dilshad Garden, Delhi",14,
1013,Shri Jiyalal Hospital,"Peeragarhi, Delhi",5,
1014,Sunrise Hospitals,"East Of Kailash, Delhi",4,250
1015,Centre for Sight - Preet Vihar,"Preet Vihar, Delhi",4,
1016,Avantika Hospital,"Rohini, Delhi",4,8
1017,MGS Super Speciality Hospital,"Punjabi Bagh, Delhi",4,100
1018,Fortis Aashlok Hospital,"Safdarjung Enclave, Delhi",4,30
1019,Central Hospital,"Ganesh Nagar, Delhi",4,25
1020,Arya Hospital ,"Janak Puri, Delhi",2,
1021,Ayushman Hospital ,"Dwarka, Delhi",35,
1022,Sama Hospital,"August Kranti Marg, Delhi",4,31
1023,Chikitsa Hospital,"Saket, Delhi",4,50
1024,Delhi E.N.T. Multi- Speciality Hospital,"Jasola, Delhi",4,10
1025,A-One Hospital,"Paschim Vihar, Delhi",4,20
1026,Kukreja Hospital,"Mayur Vihar Ph-I, Delhi",4,25
1027,Jeewan Hospital Gate No. 1,"New Friends Colony, Delhi",4,100
1028,"Max Super Speciality Hospital, Saket","Saket, Delhi",6,
1029,Bapu Nature Cure Hospital & Yogashram,"Mayur Vihar Ph-I, Delhi",4,40
1030,Faraz Hospital,"Okhla, Delhi",2,
1031,Vaatsalya Multispeciality Clinic,"Malviya Nagar, Delhi",6,
1032,Shroff Eye Centre,"Connaught Place, Delhi",3,
1033,SHUBHAM HOSPITAL,"Kalkaji, Delhi",4,20
1034,Pushpanjali Medical Centre,"Anand Vihar, Delhi",4,45
1035,Parnami Orthopaedic Hospital,"Azadpur, Delhi",4,2
1036,Divya Prastha Hospital,"Palam Colony, Delhi",4,55
1037,Navjeevan Hospital - Pitampura,"Pitampura, Delhi",4,25
1038,Family Hospital Pvt. Ltd.,"Tilak Nagar, Delhi",4,3
1039,Rockland Hospital,"Qutab Institutional Area, Delhi",4,301
1040,Eye7 Chaudhary Eye Centre,"Darya Ganj, Delhi",4,20
1041,Batra Hospital & Medical Research Centre,"Tuglakabad, Delhi",4,495
1042,Khanna Hospital,"Janak Puri, Delhi",4,38
1043,All India Institute Of Medical Sciences,"Ansari Nagar, Delhi",4,5
1044,Sawan Neelu Angels Nursing Home,"Saket, Delhi",4,25
1045,Sunrise Hospital - Rohini,"Rohini, Delhi",25,
1046,Dharampal Memorial Hospital,"Loni, Delhi",4,
1047,Swastik Medical Center,"Anand Vihar, Delhi",4,13
1048,Kanta Sethi Hospital,"Rohini, Delhi",7,
1049,Get Well Hospital ,"Shalimar Bagh, Delhi",1,
1050,Perfect Tyagi Hospital,"Dilshad Garden, Delhi",2,
1051,Nijhara Hospital ,"Patel Nagar South, Delhi",1,
1052,Sukhmani Hospital,"Safdarjung Enclave, Delhi",4,30
1053,Dr Chaudhry's Moral Hospital Pvt.Ltd,"Yamuna Vihar, Delhi",4,12
1054,Aakash Medical Centre,"Malviya Nagar, Delhi",2,
1055,Ram Lal Kundan Lal Orthopedic Hospital,"Patparganj, Delhi",3,
1056,Vikas Hospital PVT LTD,"Najafgarh, Delhi",4,
1057,Banarasi Das Chandiwal Institute Of Medical Sciences,"Kalkaji, Delhi",4,30
1058,Chandar Leela Hospital,"Uttam Nagar, Delhi",4,15
1059,B T Hospital,"Mukherjee Nagar, Delhi",4,2
1060,Indraprastha Apollo Hospital,"Sarita Vihar, Delhi",1,
1061,Santom Hospital,"Rohini, Delhi",4,105
1062,Jeevan Jyoti Hospital,"New Rajendra Nagar, Delhi",2,
1063,Veena Nursing Home,"Rohini, Delhi",4,6
1064,Satya Bhama Hospital,"Nangloi, Delhi",4,55
1065,Shri Ram Singh Hospital & Heart Institute,"Krishna Nagar, Delhi",4,104
1066,Cygnus MLS Superspecility Hospital,"Ram Vihar, Delhi",4,51
1067,Dr B D Attam Hospital,"Ashok Vihar Phase 2, Delhi",1,
1068,Sanchet Hospital ,"Paschim Vihar, Delhi",4,20
1069,Behl Hospital ,"Naraina Vihar, Delhi",4,15
1070,Agarwal Nursing Home,"Tri Nagar, Delhi",4,10
1071,Rashmi Medical Centre,"Delhi, Delhi",1,
1072,Paul Nursing Home & Child Care Center,"Hari Nagar, Delhi",4,8
1073,Dr Bharti Nursing Home,"Delhi, Delhi",4,4
1074,Vibhu Nursing Home,"Malviya Nagar, Delhi",4,7
1075,Visitech Eye Centre,"South Extension 2, Delhi",4,10
1076,RG Stone Urology & Laparoscopy Hospital,"Greater Kailash, Delhi",4,55
1077,Jain Muni Roshan Lal Charitable Hospital,"Tri Nagar, Delhi",4,25
1078,Viola Hospital ,"Okhla, Delhi",4,15
1079,Sparsh Hospital,"Delhi, Delhi",4,2
1080,Institute Of Liver And Biliary Sciences,"Vasant Kunj, Delhi",2,
1081,Jeevan Jyoti Hospital,"Okhla, Delhi",4,5
1082,Ayushman Hospital,"Dwarka, Delhi",7,
1083,Shanti Dentals,"Rohini, Delhi",8,
1084,Bhagwan Mahavir Hospital,"Rohini, Delhi",1,
1085,Param Tej Sehra Medical Centre,"Punjabi Bagh, Delhi",4,5
1086,Patel Hospital,"Laxmi Nagar, Delhi",3,25
1087,Gambhir Hospital,"Rajouri Garden, Delhi",3,20
1088,"Apollo Spectra Hospital,Kailash Colony","East Of Kailash, Delhi",3,16
1089,Delhi Heart Hospital,"Delhi, Delhi",2,
1090,Max Smart Superspeciality Hospital,"Saket, Delhi",9,
1091,New Rohini Hospital,"Rohini, Delhi",3,8
1092,Muni Maya Ram Jain Hospital,"Pitampura, Delhi",3,50
1093,Smt Sucheta Kriplani Hospital,"Connaught Place, Delhi",8,
1094,Shree Jeewan Hospital,"Karol Bagh, Delhi",3,52
1095,Apollo Spectra Hospitals,"Karol Bagh, Delhi",3,25
1096,Shradha Multispeciality Hospital,"Narela, Delhi",3,20
1097,Pushpawati Singhania Research Institute (PSRI Hospital),"Sheikh Sarai, Delhi",3,100
1098,Tarak Hospital,"Dwarka, Delhi",3,75
1099,M M Eyetech Institute,"Lajpat Nagar, Delhi",3,10
1100,Kosmos Superspeciality Hospital,"Anand Vihar, Delhi",3,50
1101,Sukhda Hospital,"Greater Kailash Part 1, Delhi",3,25
1102,Tomar Medical Centre,"Janak Puri, Delhi",3,18
1103,Vision Eye Hospital,"Rohini, Delhi",3,2
1104,Delhi Heart And Lung Institute,"Mandir Marg, Delhi",3,100
1105,Blk Super Speciality Hospital,"Rajendra Nagar, Delhi",3,650
1106,SCI International Hospital,"Greater Kailash Part 1, Delhi",3,49
1107,Zed Dental Hospital,"Punjabi Bagh, Delhi",3,5
1108,Healers at Home - Laxmi Nagar,"Laxmi Nagar, Delhi",1,
1109,Triton Hospital,"Nehru Place, Delhi",3,22
1110,Bajaj Medical Centre,"Paschim Vihar, Delhi",3,10
1111,Centre for Sight - Rajouri Garden,"Rajouri Garden, Delhi",3,4
1112,Sheikh Sarai Medical Centre,"Sheikh Sarai, Delhi",1,
1113,Bansal Global Hospital,"Jahangirpuri, Delhi",1,
1114,Mehta Urology Hospital,"Saket, Delhi",7,
1115,IBS Hospital,"Lajpat Nagar, Delhi",3,50
1116,Swasthik Hospital,"Tilak Nagar, Delhi",3,20
1117,Dr. Bajaj'S Eye Hospital Pvt Ltd,"Shahdara, Delhi",6,
1118,Kesar Hospital,"Shalimar Bagh, Delhi",3,20
1119,Samyak Hospital,"Shalimar Bagh, Delhi",1,
1120,CP Vet Hospital,"Delhi, Delhi",3,2
1121,Pavan Nursing Home,"Laxmi Nagar, Delhi",3,20
1122,National Hospital ,"Sangam Vihar, Delhi",1,
1123,Cygnus Sonia Hospital,"Nangloi, Delhi",3,70
1124,Dr Gopika's Centre For Young Smiles,"Greater Kailash Part 1, Delhi",1,
1125,HCG SMH Curie Cancer Centre,"Karkardooma, Delhi",3,15
1126,RG Stone Urology And Laparoscopy Hospital,"Karkardooma, Delhi",3,30
1127,S. D. Hospital,"Delhi, Delhi",3,5
1128,Dr. Arvind Bountra's Clinic,"Malviya Nagar, Delhi",2,
1129,Maharishi Ayurveda Hospital,"Shalimar Bagh, Delhi",3,49
1130,Dr. Lal Hospital,"Badarpur, Delhi",3,10
1131,Apurbha Hospital,"Delhi, Delhi",3,7
1132,Shiva Krishna Hospital,"Sahibabad, Delhi",3,30
1133,Mahindru Hospital,"Delhi, Delhi",3,20
1134,Tirath Ram Hospital,"Delhi, Delhi",3,30
1135,Dr Poonam Chawla Maternity Home,"Vikas Puri, Delhi",3,5
1136,Rescue Hospital,"Dwarka, Delhi",1,
1137,Maheshwari Hospital,"Pitampura, Delhi",1,
1138,M D Eye Care & Laser Centre,"Greater Kailash Part 2, Delhi",3,7
1139,Springdales Hospital,"Rohini, Delhi",3,25
1140,Mahajan Children Hospital & Nursing Home,"Uttam Nagar, Delhi",3,8
1141,Sahdeo Hospital,"Delhi, Delhi",1,
1142,Aastha Hospital,"Delhi, Delhi",1,
1143,Care Medical Centre,"Pahar Ganj, Delhi",3,5
1144,Laxmi nursing Home,"Rohini, Delhi",3,20
1145,Dr. Batra's Diagnostic Centre at Neptune Hospital,"Malviya Nagar, Delhi",3,10
1146,Centre for Sight,"New Rajendra Nagar, Delhi",18,
1147,International Fertility Centre,"Green Park, Delhi",3,30
1148,RG Stone Urology & Laparoscopy Hospital,"Pitampura, Delhi",3,6
1149,Hans Charitable Hospital,"GTB Nagar, Delhi",3,50
1150,R K Hospital ,"Sangam Vihar, Delhi",1,
1151,Krishna Hospital,"Pitampura, Delhi",3,20
1152,ISIS Hospital,"Kailash Colony, Delhi",3,12
1153,Ishan Hospital,"Rohini, Delhi",6,
1154,Muni Maya Jain Hospital,"Pitampura, Delhi",14,
1155,Friends Hospital,"Rohini, Delhi",3,4
1156,Sunil Memorial,"Dwarka, Delhi",3,20
1157,Sanjay Global Hospital,"Jahangirpuri, Delhi",1,
1158,Dr Arya's Dental Hospital,"Bhajanpura, Delhi",3,1
1159,Guru Nanak Charitable Hospital,"Inder Puri, Delhi",1,
1160,Jai Nar Hospital,"Meera Bagh, Delhi",3,10
1161,Jhamb Medical and Maternity Centre,"Shalimar Bagh, Delhi",3,7
1162,Magadh Hospita,"Delhi, Delhi",3,5
1163,Park Nursing Home,"Ranjit Nagar, Delhi",3,4
1164,Bansal Hospital,"New Friends Colony, Delhi",3,15
1165,Karuna Hospital ,"Dilshad Garden, Delhi",3,20
1166,Hemraj Jain Hospital and Maternity Home,"Janak Puri, Delhi",3,30
1167,Handa Nursing Home,"Raja Garden, Delhi",3,45
1168,R. R. Medical Centre,"Mayur Vihar Ph-II, Delhi",4,
1169,Netra Eye Hospital,"Uttam Nagar, Delhi",3,5
1170,Jain Eye Hospital And Laser Centre,"Shalimar Bagh, Delhi",3,2
1171,Malhotra Nursing Home,"Mayur Vihar Ph-II, Delhi",3,3
1172,Aakash Wellness Centre,"Malviya Nagar, Delhi",4,
1173,Hygiea Hospital,"Munirka, Delhi",2,
1174,Eye Q Super Speciality Eye Hospitals,"Shalimar Bagh, Delhi",3,2
1175,Phoenix Hospitals,"Greater Kailash Part 1, Delhi",2,
1176,Healers at Home - Okhla,"Okhla, Delhi",1,
1177,Sai Vinayak Dental Hospital,"Shalimar Bagh, Delhi",3,2
1178,"Anamiiva, Dr. Tyagi Panchakarma and Ayurvedic Hospital","East Of Kailash, Delhi",1,
1179,Muskaan Hospital,"Rohini, Delhi",3,50
1180,Paschimi Hospital,"Paschim Vihar, Delhi",3,10
1181,Dr. Upali Nanda's Clinic,"Saiyad ul Ajaib, Delhi",1,
1182,Centre for Sight - Okhla,"Okhla, Delhi",11,
1183,Eye7 Chaudhary Eye Centre,"Lajpat Nagar, Delhi",3,10
1184,Apollo Fertility,"Moti Nagar, Delhi",1,
1185,Jain Eye Hospital,"Shahdara, Delhi",1,
1186,Centre for Sight -  Pusa Road,"Pusa Road, Delhi",1,
1187,Singh's Dental Hospital,"Dilshad Garden, Delhi",1,
1188,Sehgal Neo Hospital,"Paschim Vihar, Delhi",1,
1189,Prashanti Nursing Home,"Rohini, Delhi",3,6
1190,Sukhija Nursing Home,"Vivek Vihar, Delhi",3,5
1191,Muskaan Hospital,"Shahdara, Delhi",3,16
1192,Maharaja Agrasen Hospital,"Ashok Vihar, Delhi",1,
1193,Devanshi Hospital,"Delhi, Delhi",1,
1194,Rao Dental Hospital,"Tilak Nagar, Delhi",3,2
1195,Netra Eye Hospital,"Dwarka, Delhi",3,2
1196,Sanjay Global Hospital,"Jahangirpuri, Delhi",3,4
1197,Davita Care India Pvt Ltd,"Chanakyapuri, Delhi",3,20
1198,Sanjivini Maternity & Children Hospital,"Uttam Nagar, Delhi",1,
1199,Mahajan Hospital,"Adarsh Nagar, Delhi",3,10
1200,K K HOSPITAL,"Peeragarhi, Delhi",3,10
1201,Khetarpal Hospital,"Bali Nagar, Delhi",3,60
1202,Bakson's Homoeopathic Centre for Allergy,"Janak Puri, Delhi",1,
1203,Anand's ENT & Speech Hospital,"Rohini, Delhi",1,
1204,Bakson's Homoeopathic Centre for Allergy,"Anand Vihar, Delhi",1,
1205,Bakson's Homoeopathic Centre for Allergy,"Pitampura, Delhi",1,
1206,Bakson's Homoeopathic Centre for Allergy,"South Extension 1, Delhi",2,
1207,Bakson's Homoeopathic Centre for Allergy,"Rajouri Garden, Delhi",1,
1208,Bakson's Homoeopathic Centre for Allergy,"Dwarka, Delhi",1,
1209,Bakson's Homoeopathic Centre for Allergy,"Kalkaji, Delhi",1,
1210,Bakson's Homoeopathic Centre for Allergy,"Shakti Nagar, Delhi",2,
1211,Bakson's Homoeopathic Centre for Allergy,"Patel Nagar West, Delhi",1,
1212,Alshifa Hospital,"Okhla, Delhi",1,
1213,"Visitech Eye Centre, Jasola","Jasola, Delhi",3,8
1214,Gupta Multispeciality Hospital,"Bawana, Delhi",1,
1215,Bhagwan Mahavir hospital,"Delhi, Delhi",3,25
1216,Deen Dayal Upadhyaya Hospital,"Hari Nagar, Delhi",1,
1217,Apurva Hospital,"Delhi, Delhi",3,25
1218,Bhagwan Mahavir Hospital,"Rohini, Delhi",1,
1219,Dayanand Dharmarth Aushdhalaya Hospital,"Patel Nagar West, Delhi",1,
1220,Max Smart Super Speciality Hospital,"Saket, Delhi",3,10
1221,Tyagi hospital,"Dilshad Garden, Delhi",3,20
1222,Pheonix Hospital,"Greater Kailash Part 1, Delhi",1,
1223,PGH Hospital,"Vikas Nagar, Delhi",2,
1224,NHI Hospital,"East Of Kailash, Delhi",1,
1225,Adarsh Hospital,"Rohini Sector 24, Delhi",3,16
1226,Phoenix Hospital,"Greater Kailash Part 1, Delhi",43,
1227,O.P Memorial Hospital,"Rohini, Delhi",3,4
1228,Tagore Hospital,"Tagore Garden, Delhi",30,
1229,Dr. Baba Saheb Ambedkar Hospital,"Rohini, Delhi",48,
1230,Saroj Hospital,"Rohini, Delhi",16,
1231,R K Hospital,"Laxmi Nagar, Delhi",5,
1232,City Hospital,"Rajendra Nagar, Delhi",133,
1233,Rashmi Hospital,"Pitampura, Delhi",6,
1234,Maharaja Agrasen Hospital,"Dwarka, Delhi",3,1
1235,Dwaraka Hospital,"Dwarka, Delhi",16,
1236,Healers at Home,"Delhi, Delhi",13,
1237,Bens up hospital,"Dwarka, Delhi",12,
1238,Sethi Hospital,"Delhi, Delhi",4,
1239,Ashoka Hospital,"Delhi, Delhi",2,
1240,Alshifa Hospital,"Okhla, Delhi",18,
1241,Rahman Hospital,"Delhi, Delhi",3,2
1242,Kirti Nursing Home,"Delhi, Delhi",3,20
1243,Sharma clinic & maternity home,"Laxmi Nagar, Delhi",3,20
1244,eden hospital pvt. ltd,"Lajpat Nagar, Delhi",6,
1245,Care Hospital,"Nampally, Hyderabad",24,
1246,Swapna Health Care,"Begumpet, Hyderabad",3,50
1247,MaxCure Hospitals,"Madhapur, Hyderabad",3,220
1248,Asian Institute Of Gastroenterology,"Somajiguda, Hyderabad",2,
1249,Himagiri Hospitals,"Gachibowli, Hyderabad",3,50
1250,Columbus Hospital - Institute Of Psychiatry and Deaddiction,"Begumpet, Hyderabad",3,30
1251,Continental Hospitals,"Gachibowli, Hyderabad",3,750
1252,Chetana Hospital,"Secunderabad, Hyderabad",3,30
1253,Care Hospitals,"Banjara Hills, Hyderabad",3,200
1254,Sai Krishna Neuro Hospital,"Kachiguda, Hyderabad",2,75
1255,J J Hospital,"Kalyan Nagar, Hyderabad",3,
1256,Anupama Hospital,"KPHB, Hyderabad",2,10
1257,SIMS Hospital,"Serilingampally, Hyderabad",2,50
