,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
393,Nila Hospital,"Ambattur, Chennai",1.0,,https://www.practo.com/chennai/hospital/nila-hospital-ambattur
394,Swaram Hospital,"Thiruvanmiyur, Chennai",1.0,,https://www.practo.com/chennai/hospital/swaram-hospital-thiruvanmiyur
395,Gremaltes Hospital,"Aminjikarai, Chennai",1.0,,https://www.practo.com/chennai/hospital/gremaltes-hospital-medavakkam
396,Rehoboth hospital,"Pattabiram, Chennai",1.0,,https://www.practo.com/chennai/hospital/rehoboth-hospital-pattabiram
397,Be Well Hospitals Pvt. Ltd.,"Kilpauk, Chennai",1.0,,https://www.practo.com/chennai/hospital/be-well-hospitals-pvt-ltd-kilpauk
398,AVS Hospital,"Pallikaranai, Chennai",1.0,6.0,https://www.practo.com/chennai/hospital/avs-hospital-1
399,Vadapalani Hospital,"Vadapalani, Chennai",,5.0,https://www.practo.com/chennai/hospital/vadapalani-hospital
400,Choolai 24hrs Hospital,"Choolai, Chennai",,35.0,https://www.practo.com/chennai/hospital/choolai-24hrs-hospital
401,Sri Esodha Children's hospital,"Ayanavaram, Chennai",,15.0,https://www.practo.com/chennai/hospital/sri-esodha-children-s-hospital-1-1
402,MN Eye hospital,"Kilpauk, Chennai",,,https://www.practo.com/chennai/hospital/mn-eye-hospital
403,"Visa Hospital, OMR","OMR Road, Chennai",,,https://www.practo.com/chennai/hospital/visa-hospital-omr-omr-road
404,Sri Sai K R S Hospital,"Ashok Nagar, Chennai",,10.0,https://www.practo.com/chennai/hospital/sri-sai-k-r-s-hospital-ashok-nagar
405,Rishik Ortho Speciality Hospital,"Tambaram, Chennai",,,https://www.practo.com/chennai/hospital/rishik-ortho-speciality-hospital-tambaram
406,Aishwariya Hospital,"Kolathur, Chennai",,,https://www.practo.com/chennai/hospital/aishwariya-hospital-kolathur
