,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
387,Dr. Praful Lokhande's Shantiniketan Hospital,"Ghatkopar West, Mumbai",1.0,50.0,https://www.practo.com/mumbai/hospital/shantiniketan-hospital-ghatkopar-west-2
388,Krishnadeep Hospital,"Nalasopara West, Mumbai",1.0,4.0,https://www.practo.com/mumbai/hospital/krishnadeep-hospital-nalasopara-west
389,Aadarsh Nursing Home,"Ghatkopar West, Mumbai",2.0,20.0,https://www.practo.com/mumbai/hospital/aadarsh-nursing-home-ghatkopar-west
390,Dr. Vora's  Premature Criti Care And Gen Hospital,"Kandivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-vora-s-premature-critical-care-and-general-hospital-kandivali-west
391,Gayatri Maternity & General Nursing Home- Malad East,"Goregaon East, Mumbai",6.0,,https://www.practo.com/mumbai/hospital/gayatri-maternity-general-nursing-home-malad-east-1-malad-east
392,Shree ENT Nursing Home,"Vileparle East, Mumbai",7.0,5.0,https://www.practo.com/mumbai/hospital/shree-ent-nursing-home-vileparle-east
393,Dr. Dipti's physiotherapy centre,"Mira Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/navneet-hospital-borivali-east
394,Dr. Palep Priyank Nursing Home,"Prabhadevi, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/dr-shweta-raman-prabhadevi
395,Aditya Hospital,"Ghatkopar West, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/aditya-hospital-1-andheri-west
396,Rushabh Eye Hospital & Laser Centre Pvt. Ltd.,"Chembur, Mumbai",3.0,10.0,https://www.practo.com/mumbai/hospital/eye-surgeon-chembur-east
397,Mahavir Medical Research Centre,"Khar West, Mumbai",1.0,25.0,https://www.practo.com/mumbai/hospital/consultant-paediatric-dentist-khar-west
398,Dr. Vaidya Eye Hospital,"Andheri West, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/dr-vaidya-s-eye-hospital-andheri-west
399,L C Manek Polyclinic And Nursing Home,"Chembur East, Mumbai",2.0,11.0,https://www.practo.com/mumbai/hospital/l-c-manek-polyclinic-and-nursing-home-chembur
400,Disha Hospital,"Ghatkopar West, Mumbai",4.0,5.0,https://www.practo.com/mumbai/hospital/disha-hospital-ghatkopar
401,Ojas Eye Hospital,"Kandivali East, Mumbai",3.0,50.0,https://www.practo.com/mumbai/hospital/ojas-eye-hospital-kandivali-kandivali
402,Aashirwad Hospital,"Andheri West, Mumbai",1.0,6.0,https://www.practo.com/mumbai/hospital/aashirwad-nursing-home-iccu-malad-west
403,Dr. Gandhi Nursing Home,"Dadar, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/dr-manoj-gandhi-dadar
404,Ashwini Hospital,"Mulund West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/ashwini-hospital-iccu-mulund-west-1
405,Lotus hospital,"Govandi, Mumbai",1.0,18.0,https://www.practo.com/mumbai/hospital/lotus-hospital-5-govandi
406,"Dental Dept., S L Raheja (a Fortis Associate) Hospital","Mahim, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dental-dept-s-l-raheja-a-fortis-associate-hospital-mahim-1
407,Pooja Hospital,"Goregaon, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/pooja-hospital-goregaon-1
408,"Mahaveer Medical Hospital, Khar","Khar West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/mahaveer-medical-hospital-khar-khar-west
409,Microcare Hospital,"Wadala, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/microcare-diagnostic-health-centre-wadala
410,Mandar Nursing Home,"Bandra West, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/mandar-nursing-home-bandra-west
411,Sports Med Hospital,"Parel, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sportsmed-hospital-parel
412,Dr. Gupte Surgical Hospital,"Khar West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-gupte-surgical-hospital-khar-west
413,Vikas Nursing Home,"Govandi, Mumbai",1.0,21.0,https://www.practo.com/mumbai/hospital/vikas-nursing-home-govandi-2
414,Surana Hospital And Research Center,"Malad West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/surana-hospital-and-research-center-malad-west
415,Sadguru Hospital,"Goregaon West, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/sadguru-sainath-nursing-home-goregaon-west
416,Mukund Hospital,"Andheri East, Mumbai",4.0,,https://www.practo.com/mumbai/hospital/mukund-hospital-andheri-east-1
417,Aryan Hospital & ICU,"Mazgaon, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/aryan-hospital-amp-icu-mazgaon
418,Om Shanti Nursing Home,"Vikhroli East, Mumbai",1.0,7.0,https://www.practo.com/mumbai/hospital/om-shanti-nursing-home-vikhroli-east
419,Shree Siddhivinayak Hospital,"Bhayandar East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/shree-siddhivinayak-hospital-bhayander-east
420,KLS Hospital,"Vileparle West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/kls-hospital-vileparle-west
421,CEDS Eye Hospital,"Bandra West, Mumbai",3.0,4.0,https://www.practo.com/mumbai/hospital/ceds-eye-hospital-bandra-west-1
422,Dr. Kulin Shah's Clinic,"Ghatkopar East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-malti-shah-hospital-ghatkopar
423,Dr. Chhabildas Sanghvi Eye Hospital & Medical Centre,"Malad West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-chhabildas-sanghvi-eye-hospital-medical-centre-malad-west
424,Manav Dental Hospital,"Kurla East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/manav-dental-hospital-kurla-east-1
425,Sahu Eye Hospital,"Kandivali West, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/sahu-eye-hospital-kandivali-west
426,Pratik Hospital & Maternity Home,"Kandivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/pratik-hospital-maternity-home-kandivali-west
427,Bhojraj Chanrai Sankara Eye Hospital,"Malad West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/bhojraj-chanrai-sankara-eye-hospital-malad-west
428,Amplifon - Borivali,"Borivali West, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/amplifon-india-pvt-ltd-borivali-west
429,MIB Hospital ,"Borivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/mib-hospital-borivali-west
430,Shah Life Line Hospital,"Mira Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/md-medicine-mira-bhayandar
431,Samadhan Hospital,"Sion West, Mumbai",3.0,4.0,https://www.practo.com/mumbai/hospital/samadhan-hospital-sion-west
432,Lion Hospital,"Dahisar, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/consultant-implantologist-and-periodontist-dahisar
433,Bakson's Homoeopathic Centre for Allergy,"Mulund, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/bakson-s-homoeopathic-centre-for-allergy-mulund
434,Dr. Pukale Maternity and Nursing Home,"Bhandup West, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/dr-pukale-maternity-and-nursing-home-bhandup-west-1
435,SRCC Children's Hospital,"Worli, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/srcc-childrens-hospital-worli
436,Dr. Kulkarni Hospital & Intensive Care Unit,"Jogeshwari East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-kulkarni-hospital-intensive-care-unit-jogeshwari-east
437,MM Hospital,"Borivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/mm-hospital-borivali-west
438,Bombay Hospital & Medical Research Centre,"Churchgate, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/bombay-hospital-churchgate1
439,Advanced Multispeciality Hospitals,"Vileparle West, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/advanced-multispeciality-hospitals-vileparle-west
440,Life Line Medicare Hospital Pvt.Ltd,"Kandivali East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/life-line-medi-care-centre-kandivali-east
441,Bhatia Hospital,"Grant Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/bhatia-hospital-grant-road1
442,Shree Surgical and General Nursing Home,"Vileparle East, Mumbai",1.0,8.0,https://www.practo.com/mumbai/hospital/shree-surgical-and-general-nursing-home-vileparle-east
443,Shalom Hospital,"Bhayandar East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/shalom-hospital-bhayandar-east
444,Dr. J. M. Purandare Hospital,"Shivaji Park, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/dr-j-m-purandare-hospital-shivaji-park
445,Prathamesh Maternity & Nursing Home,"Bandra East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/prathamesh-maternity-nursing-home-bandra-east
446,Gita Dental Hospital ,"Bhayandar East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/gita-dental-hospital-bhayandar-east
447,Sanjeevani Hospital,"Andheri East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sanjeevini-hospital-andheri-east
448,"Dr Ashvith Shetty's Clinic, Hiranandani hospital","Powai, Mumbai",1.0,240.0,https://www.practo.com/mumbai/hospital/dr-l-h-hiranandani-hospital-powai-4
449,R K Hospital,"Santacruz East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/r-k-hospital-santacruz-east-1-1
450,Orbit Hospital,"Mulund East, Mumbai",2.0,12.0,https://www.practo.com/mumbai/hospital/orbit-hospital-thane-west
451,Mahavir Orthopaedic & Gerneral Hospital,"Mulund, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/physiotherapy-mulund
452,Surya Hospital,"Santacruz, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/surya-hospital-santacruz
453,Gayatri Hospital,"Goregaon East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/gayatri-hospital-goregaon-east
454,Sai Hospital,"Sion, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/sai-hospital-sion
455,Sujay Hospital And Research Center,"Juhu, Mumbai",1.0,30.0,https://www.practo.com/mumbai/hospital/sujay-hospital-and-research-center-juhu
456,Motiben Delvi Hospital,"Grant Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/motiben-delvi-hospital-malabar-hill
457,Vivek Nursing Home,"Ghatkopar West, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/vivek-nursing-home-ghatkopar-west
458,Surya Hospital,"Andheri, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/surya-hospital-6
459,Aastha Hospital,"Kandivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/aastha-hospital-kandivali-west-1
460,Motiben Dalvi Hospital Pvt OPD,"Malabar Hill, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/dalvi-hospital-pvt-opd-malabar-hill
461,Dr. Kapadia's Maternity and General Hospital,"Malad, Mumbai",2.0,12.0,https://www.practo.com/mumbai/hospital/dr-kapadia-s-maternity-and-general-hospital-malad-west
462,Noor Hospital,"Govandi, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/noor-hospital-govandi
463,VN Desai Municipal General Hospital,"Santacruz East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-sunita-goregaon-east
464,Hira Surgical Nursing Home,"Goregaon East, Mumbai",1.0,7.0,https://www.practo.com/mumbai/hospital/hira-surgical-nursing-home
465,Ashirwad Criticalcare Hospital,"Mulund West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/ashirwad-criticalcare-hospital-mulund-west
466,Care Hospital,"Kurla, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/care-hospital-3-kurla
467,Atlantis Hospital,"Malad West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-sagar-s-nale-malad-west
468,Khushi Maternity & Nursing Home,"Goregaon East, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/khushi-maternity-nursing-home-malad-east
469,Kumar Clinic,"Khar West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/prashanth-eye-centre-kalina
470,Dhanvantari Hospital,"Andheri West, Mumbai",4.0,12.0,https://www.practo.com/mumbai/hospital/dhanvantari-hospital-3-andheri-west
471,Apex Hospital,"Borivali West, Mumbai",1.0,5.0,https://www.practo.com/mumbai/hospital/apex-hospital-borivali-west-2
472,Vsudha Hospital,"Goregaon East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-mitesh-mange-goregaon-east
473,Sai Hospital,"Chembur East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sai-hospital-chembur-east
474,spandan hospital,"Mulund East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/spandan-hospital-mulund-east-1
475,Sanghavi Hospital,"Andheri West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sanghavi-hospital-andheri-west
476,BSES Global Hospital,"Andheri West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/bses-global-hospital-andheri-west-andheri-west
477,Amplifon - Andheri West,"Andheri West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/amplifon-7
478,Atlantis Max Hospital,"Kandivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/atlantis-max-hospital-kandivali-west
479,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1.0,25.0,https://www.practo.com/mumbai/hospital/pramukh-swami-eye-hospital
480,Cikale Hospital,"Mahim, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/cikale-hospital-mahim
481,Raj Hospital,"Mulund, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/raj-hospital-2-mulund
482,Surya Hospital,"Andheri West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/surya-hospital-5-andheri-west
483,Sir J J Group of Hospitals and Grant Medical College,"Nagpada, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sir-j-j-group-of-hospitals-and-grant-medical-college-nagpada
484,Balgi Hospital,"Andheri West, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/balgi-hospital-andheri-west
485,Purandare Hospital,"Girgaon, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/purandare-hospital-girgaon
486,RG Stone Urology & Laparoscopy Hospital,"Andheri West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/rg-stone-hospital-andheri-west
487,Gayathri Hospital (Spine And Pain Medicine),"Mira Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/spine-and-pain-medicine-mira-road
488,Kaveri Hospital,"Andheri East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/kaveri-hospital-andheri-east
489,Dr. Varsha Parekh Maternity & Surgical Hospital,"Chembur East, Mumbai",1.0,17.0,https://www.practo.com/mumbai/hospital/dr-varsha-parekh-maternity-surgical-hospital-chembur
490,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",1.0,35.0,https://www.practo.com/mumbai/hospital/bhayander-criticare-hospital-bhayander-east
491,Mangalmurti Hospital,"Bhayandar East, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/mangalmurti-hospital-1-bhayander-east
492,City Hospital,"Jogeshwari West, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/city-hospital-13
493,Sai Siddhi Hospital,"Kandivali East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sai-siddhi-hospital-1
494,Life Hospital,"Govandi, Mumbai",,,https://www.practo.com/mumbai/hospital/life-hospital-1-ghatkopar
495,Jai Hind Hospital,"Chembur, Mumbai",,,https://www.practo.com/mumbai/hospital/jai-hind-hospital-ghatkopar
496,Punamiya Hospital,"Dadar West, Mumbai",,20.0,https://www.practo.com/mumbai/hospital/punamiya-hospital
497,Jeevan Jyoti hospital,"Govandi, Mumbai",,,https://www.practo.com/mumbai/hospital/jeevan-jyoti-hospital-6-govandi
498,Ribha Nursing and Maternity Home,"Andheri West, Mumbai",,5.0,https://www.practo.com/mumbai/hospital/ribha-nursing-and-maternity-home-andheri-west
499,Advanced Multispeciality Hospital,"Vileparle, Mumbai",,,https://www.practo.com/mumbai/hospital/advanced-multispeciality-hospital-vileparle
500,B.S.E.S. Hospital,"Andheri West, Mumbai",,,https://www.practo.com/mumbai/hospital/b-s-e-s-hospital-andheri-west
501,Platinum Hospital,"Mumbai, Mumbai",,,https://www.practo.com/mumbai/hospital/platinum-hospital-mumbai
502,r k hospital,"Santacruz, Mumbai",,,https://www.practo.com/mumbai/hospital/r-k-hospital-santacruz
